sku,bin_location,type,store,name,description,short_description,price,qty,weight,is_in_stock,manage_stock,use_config_manage_stock,model_size_desc,status,visibility,brand,categories,pack,fabric,made,source,source_sku,tax_class_id,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,media_gallery,auctioninc_product_length,auctioninc_product_width,auctioninc_product_height,auctioninc_calc_method,attribute_set,configurable_attributes,leggingspacksize,leggingspackqty,prod_url,leggingscolor
WL#1020,,configurable,default,"Wholesale Womens Plus Size Treggings Duo Fabric","Wholesale Womens Plus Size Treggings Duo Fabric","Wholesale Womens Plus Size Treggings Duo Fabric",61.5,100,0,1,1,1,,1,"""Catalog, Search""",,plus-size/pants,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XTRG14PT002,None,1020_wl_xtrg14pt002_blkwht_l_0.jpg,1020_wl_xtrg14pt002_blkwht_l_0.jpg,1020_wl_xtrg14pt002_blkwht_l_0.jpg,"Wholesale Womens Plus Size Treggings Duo Fabric","Wholesale Womens Plus Size Treggings Duo Fabric","Wholesale Womens Plus Size Treggings Duo Fabric",1020_wl_xtrg14pt002_blkwht_l_0.jpg;1020_wl_xtrg14pt002_blkwht_d_0.jpg;1020_wl_xtrg14pt002_blkwht_d_1.jpg;1020_wl_xtrg14pt002_blkwht_d_2.jpg;,0,0,0,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/pants/wholesale-womens-plus-size-treggings-duo-fabric.html,
"WL#1021#Just as picture",,simple,default,"Wholesale Womens Plus Size Treggings Duo Fabric  Just as picture","Wholesale Womens Plus Size Treggings Duo Fabric ","Wholesale Womens Plus Size Treggings Duo Fabric ",10.25,100,0,1,1,1,,1,"""Not Visible Individually""",,plus-size/pants,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XTRG14PT003,None,1021_wl_xtrg14pt003_blkwht_d_1.jpg,1021_wl_xtrg14pt003_blkwht_d_1.jpg,1021_wl_xtrg14pt003_blkwht_d_1.jpg,"Wholesale Womens Plus Size Treggings Duo Fabric ","Wholesale Womens Plus Size Treggings Duo Fabric ","Wholesale Womens Plus Size Treggings Duo Fabric ",1021_wl_xtrg14pt003_blkwht_d_1.jpg;1021_wl_xtrg14pt003_blkwht_d_0.jpg;1021_wl_xtrg14pt003_blkwht_l_0.jpg;1021_wl_xtrg14pt003_blkwht_d_2.jpg;,0,0,0,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/pants/wholesale-womens-plus-size-treggings-duo-fabric-2063.html,"Just as picture"
WL#1021,,configurable,default,"Wholesale Womens Plus Size Treggings Duo Fabric ","Wholesale Womens Plus Size Treggings Duo Fabric ","Wholesale Womens Plus Size Treggings Duo Fabric ",61.5,100,0,1,1,1,,1,"""Catalog, Search""",,plus-size/pants,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XTRG14PT003,None,1021_wl_xtrg14pt003_blkwht_d_1.jpg,1021_wl_xtrg14pt003_blkwht_d_1.jpg,1021_wl_xtrg14pt003_blkwht_d_1.jpg,"Wholesale Womens Plus Size Treggings Duo Fabric ","Wholesale Womens Plus Size Treggings Duo Fabric ","Wholesale Womens Plus Size Treggings Duo Fabric ",1021_wl_xtrg14pt003_blkwht_d_1.jpg;1021_wl_xtrg14pt003_blkwht_d_0.jpg;1021_wl_xtrg14pt003_blkwht_l_0.jpg;1021_wl_xtrg14pt003_blkwht_d_2.jpg;,0,0,0,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/pants/wholesale-womens-plus-size-treggings-duo-fabric-2063.html,
WL#1022#Black,,simple,default,"Wholesale Womens Plus Size Scuba Pants Treggings Black","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",10.25,100,0,1,1,1,,1,"""Not Visible Individually""",,plus-size/pants,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,SPNP085,None,1022_wl_spnp085_blkwht_d_1.jpg,1022_wl_spnp085_blkwht_d_1.jpg,1022_wl_spnp085_blkwht_d_1.jpg,"Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",1022_wl_spnp085_blkwht_d_1.jpg;1022_wl_spnp085_blkwht_d_0.jpg;1022_wl_spnp085_blkwht_l_0.jpg;1022_wl_spnp085_blkwht_d_2.jpg;1022_wl_spn085red_red_d_0.jpg;1022_wl_spn085red_red_l_0.jpg;1022_wl_spn085red_red_d_1.jpg;1022_wl_spnp085blkred_blkred_l_0.jpg;,0,0,0,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/pants/womens-plus-size-scuba-pants-treggings.html,Black
WL#1022#Red,,simple,default,"Wholesale Womens Plus Size Scuba Pants Treggings Red","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",10.25,100,0,1,1,1,,1,"""Not Visible Individually""",,plus-size/pants,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,SPNP085,None,1022_wl_spnp085_blkwht_d_1.jpg,1022_wl_spnp085_blkwht_d_1.jpg,1022_wl_spnp085_blkwht_d_1.jpg,"Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",1022_wl_spnp085_blkwht_d_1.jpg;1022_wl_spnp085_blkwht_d_0.jpg;1022_wl_spnp085_blkwht_l_0.jpg;1022_wl_spnp085_blkwht_d_2.jpg;1022_wl_spn085red_red_d_0.jpg;1022_wl_spn085red_red_l_0.jpg;1022_wl_spn085red_red_d_1.jpg;1022_wl_spnp085blkred_blkred_l_0.jpg;,0,0,0,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/pants/womens-plus-size-scuba-pants-treggings.html,Red
WL#1022#White,,simple,default,"Wholesale Womens Plus Size Scuba Pants Treggings White","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",10.25,100,0,1,1,1,,1,"""Not Visible Individually""",,plus-size/pants,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,SPNP085,None,1022_wl_spnp085_blkwht_d_1.jpg,1022_wl_spnp085_blkwht_d_1.jpg,1022_wl_spnp085_blkwht_d_1.jpg,"Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",1022_wl_spnp085_blkwht_d_1.jpg;1022_wl_spnp085_blkwht_d_0.jpg;1022_wl_spnp085_blkwht_l_0.jpg;1022_wl_spnp085_blkwht_d_2.jpg;1022_wl_spn085red_red_d_0.jpg;1022_wl_spn085red_red_l_0.jpg;1022_wl_spn085red_red_d_1.jpg;1022_wl_spnp085blkred_blkred_l_0.jpg;,0,0,0,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/pants/womens-plus-size-scuba-pants-treggings.html,White
WL#1022,,configurable,default,"Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",61.5,100,0,1,1,1,,1,"""Catalog, Search""",,plus-size/pants,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,SPNP085,None,1022_wl_spnp085_blkwht_d_1.jpg,1022_wl_spnp085_blkwht_d_1.jpg,1022_wl_spnp085_blkwht_d_1.jpg,"Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",1022_wl_spnp085_blkwht_d_1.jpg;1022_wl_spnp085_blkwht_d_0.jpg;1022_wl_spnp085_blkwht_l_0.jpg;1022_wl_spnp085_blkwht_d_2.jpg;1022_wl_spn085red_red_d_0.jpg;1022_wl_spn085red_red_l_0.jpg;1022_wl_spn085red_red_d_1.jpg;1022_wl_spnp085blkred_blkred_l_0.jpg;,0,0,0,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/pants/womens-plus-size-scuba-pants-treggings.html,
"WL#1027#Just as picture",,simple,default,"Wholesale Womens Plus Size Leggings Floral Just as picture","Wholesale Womens Plus Size Leggings Floral","Wholesale Womens Plus Size Leggings Floral",5.75,100,0.4,1,1,1,,1,"""Not Visible Individually""",,plus-size/leggings/printed,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",Imported,sngapparelinc,XPL15BP004,None,1027_wl_xpl15bp004_grey2_d_0.jpg,1027_wl_xpl15bp004_grey2_d_0.jpg,1027_wl_xpl15bp004_grey2_d_0.jpg,"Wholesale Womens Plus Size Leggings Floral","Wholesale Womens Plus Size Leggings Floral","Wholesale Womens Plus Size Leggings Floral",1027_wl_xpl15bp004_grey2_d_0.jpg;1027_wl_xpl15bp004_grey2_d_1.jpg;1027_wl_xpl15bp004_grey2_d_2.jpg;1027_wl_xpl15bp004_grey2_l_0.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/printed-leggings/wholesale-womens-plus-size-leggings-floral.html,"Just as picture"
WL#1027,,configurable,default,"Wholesale Womens Plus Size Leggings Floral","Wholesale Womens Plus Size Leggings Floral","Wholesale Womens Plus Size Leggings Floral",34.5,100,0.4,1,1,1,,1,"""Catalog, Search""",,plus-size/leggings/printed,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",Imported,sngapparelinc,XPL15BP004,None,1027_wl_xpl15bp004_grey2_d_0.jpg,1027_wl_xpl15bp004_grey2_d_0.jpg,1027_wl_xpl15bp004_grey2_d_0.jpg,"Wholesale Womens Plus Size Leggings Floral","Wholesale Womens Plus Size Leggings Floral","Wholesale Womens Plus Size Leggings Floral",1027_wl_xpl15bp004_grey2_d_0.jpg;1027_wl_xpl15bp004_grey2_d_1.jpg;1027_wl_xpl15bp004_grey2_d_2.jpg;1027_wl_xpl15bp004_grey2_l_0.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/printed-leggings/wholesale-womens-plus-size-leggings-floral.html,
"WL#1028#Just as picture",,simple,default,"Wholesale Womens Plus Size Leggings Paisley Just as picture","Wholesale Womens Plus Size Leggings Paisley","Wholesale Womens Plus Size Leggings Paisley",5.75,100,0.4,1,1,1,,1,"""Not Visible Individually""",,plus-size/leggings/printed,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",Imported,sngapparelinc,XPL15BP069,None,1028_wl_xpl15bp069_multi_l_0.jpg,1028_wl_xpl15bp069_multi_l_0.jpg,1028_wl_xpl15bp069_multi_l_0.jpg,"Wholesale Womens Plus Size Leggings Paisley","Wholesale Womens Plus Size Leggings Paisley","Wholesale Womens Plus Size Leggings Paisley",1028_wl_xpl15bp069_multi_l_0.jpg;1028_wl_xpl15bp069_multi_d_0.jpg;1028_wl_xpl15bp069_multi_d_1.jpg;1028_wl_xpl15bp069_multi_d_2.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/printed-leggings/wholesale-womens-plus-size-leggings-paisley.html,"Just as picture"
WL#1028,,configurable,default,"Wholesale Womens Plus Size Leggings Paisley","Wholesale Womens Plus Size Leggings Paisley","Wholesale Womens Plus Size Leggings Paisley",34.5,100,0.4,1,1,1,,1,"""Catalog, Search""",,plus-size/leggings/printed,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",Imported,sngapparelinc,XPL15BP069,None,1028_wl_xpl15bp069_multi_l_0.jpg,1028_wl_xpl15bp069_multi_l_0.jpg,1028_wl_xpl15bp069_multi_l_0.jpg,"Wholesale Womens Plus Size Leggings Paisley","Wholesale Womens Plus Size Leggings Paisley","Wholesale Womens Plus Size Leggings Paisley",1028_wl_xpl15bp069_multi_l_0.jpg;1028_wl_xpl15bp069_multi_d_0.jpg;1028_wl_xpl15bp069_multi_d_1.jpg;1028_wl_xpl15bp069_multi_d_2.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/printed-leggings/wholesale-womens-plus-size-leggings-paisley.html,
"WL#1029#Just as picture",,simple,default,"Wholesale Womens Plus Size Leggings Aztec Just as picture","Wholesale Womens Plus Size Leggings Aztec","Wholesale Womens Plus Size Leggings Aztec",5.75,100,0.4,1,1,1,,1,"""Not Visible Individually""",,plus-size/leggings/printed,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",Imported,sngapparelinc,XPL15BP049,None,1029_wl_xpl15bp049_teal_l_0.jpg,1029_wl_xpl15bp049_teal_l_0.jpg,1029_wl_xpl15bp049_teal_l_0.jpg,"Wholesale Womens Plus Size Leggings Aztec","Wholesale Womens Plus Size Leggings Aztec","Wholesale Womens Plus Size Leggings Aztec",1029_wl_xpl15bp049_teal_l_0.jpg;1029_wl_xpl15bp049_teal_d_1.jpg;1029_wl_xpl15bp049_teal_d_2.jpg;1029_wl_xpl15bp049_teal_d_0.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/printed-leggings/wholesale-womens-plus-size-leggings-aztec-2652.html,"Just as picture"
WL#1029,,configurable,default,"Wholesale Womens Plus Size Leggings Aztec","Wholesale Womens Plus Size Leggings Aztec","Wholesale Womens Plus Size Leggings Aztec",34.5,100,0.4,1,1,1,,1,"""Catalog, Search""",,plus-size/leggings/printed,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",Imported,sngapparelinc,XPL15BP049,None,1029_wl_xpl15bp049_teal_l_0.jpg,1029_wl_xpl15bp049_teal_l_0.jpg,1029_wl_xpl15bp049_teal_l_0.jpg,"Wholesale Womens Plus Size Leggings Aztec","Wholesale Womens Plus Size Leggings Aztec","Wholesale Womens Plus Size Leggings Aztec",1029_wl_xpl15bp049_teal_l_0.jpg;1029_wl_xpl15bp049_teal_d_1.jpg;1029_wl_xpl15bp049_teal_d_2.jpg;1029_wl_xpl15bp049_teal_d_0.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/printed-leggings/wholesale-womens-plus-size-leggings-aztec-2652.html,
