sku,bin_location,type,store,name,price,weight,is_in_stock,manage_stock,use_config_manage_stock,model_size_desc,status,visibility,brand,categories,pack,fabric,made,source,source_sku,tax_class_id,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,media_gallery,auctioninc_product_length,auctioninc_product_width,auctioninc_product_height,auctioninc_calc_method,attribute_set,configurable_attributes,leggingspacksize,leggingspackqty,prod_url,leggingscolor
WL#100867,,configurable,default,"LEGGINGS Fitness",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/basic,"Not Available","Not Specified",Imported,lashowroom,,None,100867_wl_WAY1506RG04_Black_800_0.jpg,100867_wl_WAY1506RG04_Black_800_0.jpg,100867_wl_WAY1506RG04_Black_800_0.jpg,"Color bock, high waist, cropped leggings","Color bock, high waist, cropped leggings","Color bock, high waist, cropped leggings",100867_wl_WAY1506RG04_Black_800_0.jpg;100867_wl_WAY1506RG04_Black_800_0.jpg;100867_wl_WAY1506RG04_Black_800D_0.jpg;100867_wl_WAY1506RG04_Black_800D_1.jpg;100867_wl_WAY1506RG04_Black_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1131,
WL#100868,,configurable,default,"LEGGINGS Fitness",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/basic,"Not Available","Not Specified",Imported,lashowroom,,None,100868_wl_WAY1506RG11_Black_800_0.jpg,100868_wl_WAY1506RG11_Black_800_0.jpg,100868_wl_WAY1506RG11_Black_800_0.jpg,"Color bock, high waist, cropped leggings","Color bock, high waist, cropped leggings","Color bock, high waist, cropped leggings",100868_wl_WAY1506RG11_Black_800_0.jpg;100868_wl_WAY1506RG11_Black_800_0.jpg;100868_wl_WAY1506RG11_Black_800D_0.jpg;100868_wl_WAY1506RG11_Black_800D_1.jpg;100868_wl_WAY1506RG11_Black_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1138,
WL#100869,,configurable,default,"LEGGINGS Fitness",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/basic,"Not Available","Not Specified",Imported,lashowroom,,None,100869_wl_WAY1506RG13_Pink_800_0.jpg,100869_wl_WAY1506RG13_Pink_800_0.jpg,100869_wl_WAY1506RG13_Pink_800_0.jpg,"Color bock, high waist, cropped leggings","Color bock, high waist, cropped leggings","Color bock, high waist, cropped leggings",100869_wl_WAY1506RG13_Pink_800_0.jpg;100869_wl_WAY1506RG13_Pink_800_0.jpg;100869_wl_WAY1506RG13_Pink_800D_0.jpg;100869_wl_WAY1506RG13_Pink_800D_1.jpg;100869_wl_WAY1506RG13_Pink_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1140,
WL#100870,,configurable,default,"LEGGINGS Fitness",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/basic,"Not Available","Not Specified",Imported,lashowroom,,None,100870_wl_WAY1506RG03_Aqua_800D_1.jpg,100870_wl_WAY1506RG03_Aqua_800D_1.jpg,100870_wl_WAY1506RG03_Aqua_800D_1.jpg,"Color bock, high waist, cropped leggings","Color bock, high waist, cropped leggings","Color bock, high waist, cropped leggings",100870_wl_WAY1506RG03_Aqua_800D_1.jpg;100870_wl_WAY1506RG03_Aqua_800_0.jpg;100870_wl_WAY1506RG03_Aqua_800D_0.jpg;100870_wl_WAY1506RG03_Aqua_800D_1.jpg;100870_wl_WAY1506RG03_Aqua_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1130,
WL#100871,,configurable,default,"LEGGINGS Fitness",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/basic,"Not Available","Not Specified",Imported,lashowroom,,None,100871_wl_WAY1506RG01_Teal_800_0.jpg,100871_wl_WAY1506RG01_Teal_800_0.jpg,100871_wl_WAY1506RG01_Teal_800_0.jpg,"Color bock, high waist, cropped leggings","Color bock, high waist, cropped leggings","Color bock, high waist, cropped leggings",100871_wl_WAY1506RG01_Teal_800_0.jpg;100871_wl_WAY1506RG01_Teal_800_0.jpg;100871_wl_WAY1506RG01_Teal_800D_0.jpg;100871_wl_WAY1506RG01_Teal_800D_1.jpg;100871_wl_WAY1506RG01_Teal_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1128,
WL#100872,,configurable,default,"LEGGINGS Fitness",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/basic,"Not Available","Not Specified",Imported,lashowroom,,None,100872_wl_WAY1506RG02_White_800D_1.jpg,100872_wl_WAY1506RG02_White_800D_1.jpg,100872_wl_WAY1506RG02_White_800D_1.jpg,"Color bock, high waist, cropped leggings","Color bock, high waist, cropped leggings","Color bock, high waist, cropped leggings",100872_wl_WAY1506RG02_White_800D_1.jpg;100872_wl_WAY1506RG02_White_800_0.jpg;100872_wl_WAY1506RG02_White_800D_0.jpg;100872_wl_WAY1506RG02_White_800D_1.jpg;100872_wl_WAY1506RG02_White_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1129,
WL#100873,,configurable,default,"PANTS Shorts",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100873_wl_WAY150522IC03_JEAN1_800_0.jpg,100873_wl_WAY150522IC03_JEAN1_800_0.jpg,100873_wl_WAY150522IC03_JEAN1_800_0.jpg,"Printed, mid thigh length shorts with basic fit and high waist.","Printed, mid thigh length shorts with basic fit and high waist.","Printed, mid thigh length shorts with basic fit and high waist.",100873_wl_WAY150522IC03_JEAN1_800_0.jpg;100873_wl_WAY150522IC03_JEAN1_800_0.jpg;100873_wl_WAY150522IC03_JEAN1_800D_0.jpg;100873_wl_WAY150522IC03_JEAN1_800D_1.jpg;100873_wl_WAY150522IC03_JEAN1_800D_2.jpg;100873_wl_WAY150522IC03_JEAN1_800D_3.jpg;100873_wl_WAY150522IC03_BLACK_800_1.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1125,
WL#100874,,configurable,default,"PANTS Shorts",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100874_wl_WAY150522IC04_JEAN2_800_0.jpg,100874_wl_WAY150522IC04_JEAN2_800_0.jpg,100874_wl_WAY150522IC04_JEAN2_800_0.jpg,"Printed, mid thigh length shorts with basic fit and high waist.","Printed, mid thigh length shorts with basic fit and high waist.","Printed, mid thigh length shorts with basic fit and high waist.",100874_wl_WAY150522IC04_JEAN2_800_0.jpg;100874_wl_WAY150522IC04_JEAN2_800_0.jpg;100874_wl_WAY150522IC04_JEAN2_800D_0.jpg;100874_wl_WAY150522IC04_JEAN2_800D_1.jpg;100874_wl_WAY150522IC04_JEAN2_800D_2.jpg;100874_wl_WAY150522IC04_JEAN2_800D_3.jpg;100874_wl_WAY150522IC04_NIGHT_800_1.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1126,
WL#100875,,configurable,default,"PANTS Shorts",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100875_wl_WAY150522IC05_JEAN3_800_0.jpg,100875_wl_WAY150522IC05_JEAN3_800_0.jpg,100875_wl_WAY150522IC05_JEAN3_800_0.jpg,"Printed, mid thigh length shorts with basic fit and high waist.","Printed, mid thigh length shorts with basic fit and high waist.","Printed, mid thigh length shorts with basic fit and high waist.",100875_wl_WAY150522IC05_JEAN3_800_0.jpg;100875_wl_WAY150522IC05_JEAN3_800_0.jpg;100875_wl_WAY150522IC05_JEAN3_800D_0.jpg;100875_wl_WAY150522IC05_JEAN3_800D_1.jpg;100875_wl_WAY150522IC05_JEAN3_800D_2.jpg;100875_wl_WAY150522IC05_JEAN3_800D_3.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1127,
WL#100876,,configurable,default,"LEGGINGS Capri",42.50,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/capri,"Not Available","Not Specified",Imported,lashowroom,,None,100876_wl_WAY150522IC02_RED_800_0.jpg,100876_wl_WAY150522IC02_RED_800_0.jpg,100876_wl_WAY150522IC02_RED_800_0.jpg,"Southwestern print, high waisted cropped leggings","Southwestern print, high waisted cropped leggings","Southwestern print, high waisted cropped leggings",100876_wl_WAY150522IC02_RED_800_0.jpg;100876_wl_WAY150522IC02_RED_800_0.jpg;100876_wl_WAY150522IC02_RED_800D_0.jpg;100876_wl_WAY150522IC02_RED_800D_1.jpg;100876_wl_WAY150522IC02_RED_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1124,
WL#100877,,configurable,default,"DRESSES Dresses",90.00,,1,1,1,"Not Available",1,"""Catalog, Search""",,,"Not Available","Not Specified",Imported,lashowroom,,None,100877_wl_WAY150522IC01_WHITE_800_0.jpg,100877_wl_WAY150522IC01_WHITE_800_0.jpg,100877_wl_WAY150522IC01_WHITE_800_0.jpg,"Solid color, v-neck, crossed back, spaghetti strap sheer dress with lining and embroidery","Solid color, v-neck, crossed back, spaghetti strap sheer dress with lining and embroidery","Solid color, v-neck, crossed back, spaghetti strap sheer dress with lining and embroidery",100877_wl_WAY150522IC01_WHITE_800_0.jpg;100877_wl_WAY150522IC01_WHITE_800_0.jpg;100877_wl_WAY150522IC01_WHITE_800D_0.jpg;100877_wl_WAY150522IC01_WHITE_800D_1.jpg;100877_wl_WAY150522IC01_WHITE_800D_2.jpg;100877_wl_WAY150522IC01_WHITE_800D_3.jpg;100877_wl_WAY150522IC01_NEON_800_1.jpg;,,,,C,Default,leggingscolor,," 6              <br>Size Breakdown:<br>In packs of S(2), M(2), and L(2) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/1123,
WL#100878,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100878_wl_WAY150520SG01_Multi_800_0.jpg,100878_wl_WAY150520SG01_Multi_800_0.jpg,100878_wl_WAY150520SG01_Multi_800_0.jpg,"Sevi diamond print, 2 pocket, high waist shorts.","Sevi diamond print, 2 pocket, high waist shorts.","Sevi diamond print, 2 pocket, high waist shorts.",100878_wl_WAY150520SG01_Multi_800_0.jpg;100878_wl_WAY150520SG01_Multi_800_0.jpg;100878_wl_WAY150520SG01_Multi_800D_0.jpg;100878_wl_WAY150520SG01_Multi_800D_1.jpg;100878_wl_WAY150520SG01_Multi_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1112,
WL#100879,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100879_wl_WAY150520SC08_SKY_800_0.jpg,100879_wl_WAY150520SC08_SKY_800_0.jpg,100879_wl_WAY150520SC08_SKY_800_0.jpg,"Aztec print, 2 pocket, high waist shorts.","Aztec print, 2 pocket, high waist shorts.","Aztec print, 2 pocket, high waist shorts.",100879_wl_WAY150520SC08_SKY_800_0.jpg;100879_wl_WAY150520SC08_SKY_800_0.jpg;100879_wl_WAY150520SC08_SKY_800D_0.jpg;100879_wl_WAY150520SC08_SKY_800D_1.jpg;100879_wl_WAY150520SC08_SKY_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1110,
WL#100880,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100880_wl_WAY150520SC07_SMOKE_800_0.jpg,100880_wl_WAY150520SC07_SMOKE_800_0.jpg,100880_wl_WAY150520SC07_SMOKE_800_0.jpg,"Lace print, 2 pocket, high waist shorts.","Lace print, 2 pocket, high waist shorts.","Lace print, 2 pocket, high waist shorts.",100880_wl_WAY150520SC07_SMOKE_800_0.jpg;100880_wl_WAY150520SC07_SMOKE_800_0.jpg;100880_wl_WAY150520SC07_SMOKE_800D_0.jpg;100880_wl_WAY150520SC07_SMOKE_800D_1.jpg;100880_wl_WAY150520SC07_SMOKE_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1109,
WL#100881,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100881_wl_WAY150520SC06_GREY_800_0.jpg,100881_wl_WAY150520SC06_GREY_800_0.jpg,100881_wl_WAY150520SC06_GREY_800_0.jpg,"Aztec print, 2 pocket, high waist shorts.","Aztec print, 2 pocket, high waist shorts.","Aztec print, 2 pocket, high waist shorts.",100881_wl_WAY150520SC06_GREY_800_0.jpg;100881_wl_WAY150520SC06_GREY_800_0.jpg;100881_wl_WAY150520SC06_GREY_800D_0.jpg;100881_wl_WAY150520SC06_GREY_800D_1.jpg;100881_wl_WAY150520SC06_GREY_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1108,
WL#100882,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100882_wl_WAY150520SC05_REDTEAL_800_0.jpg,100882_wl_WAY150520SC05_REDTEAL_800_0.jpg,100882_wl_WAY150520SC05_REDTEAL_800_0.jpg,"Abstract print, 2 pocket, high waist shorts.","Abstract print, 2 pocket, high waist shorts.","Abstract print, 2 pocket, high waist shorts.",100882_wl_WAY150520SC05_REDTEAL_800_0.jpg;100882_wl_WAY150520SC05_REDTEAL_800_0.jpg;100882_wl_WAY150520SC05_REDTEAL_800D_0.jpg;100882_wl_WAY150520SC05_REDTEAL_800D_1.jpg;100882_wl_WAY150520SC05_REDTEAL_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1107,
WL#100883,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100883_wl_WAY150520SC04_REDGREEN_800_0.jpg,100883_wl_WAY150520SC04_REDGREEN_800_0.jpg,100883_wl_WAY150520SC04_REDGREEN_800_0.jpg,"Checker print, 2 pocket, high waist shorts.","Checker print, 2 pocket, high waist shorts.","Checker print, 2 pocket, high waist shorts.",100883_wl_WAY150520SC04_REDGREEN_800_0.jpg;100883_wl_WAY150520SC04_REDGREEN_800_0.jpg;100883_wl_WAY150520SC04_REDGREEN_800D_0.jpg;100883_wl_WAY150520SC04_REDGREEN_800D_1.jpg;100883_wl_WAY150520SC04_REDGREEN_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1106,
WL#100884,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100884_wl_WAY150520SG07_Multi_800_0.jpg,100884_wl_WAY150520SG07_Multi_800_0.jpg,100884_wl_WAY150520SG07_Multi_800_0.jpg,"Animal border print, 2 pocket, high waist shorts.","Animal border print, 2 pocket, high waist shorts.","Animal border print, 2 pocket, high waist shorts.",100884_wl_WAY150520SG07_Multi_800_0.jpg;100884_wl_WAY150520SG07_Multi_800_0.jpg;100884_wl_WAY150520SG07_Multi_800D_0.jpg;100884_wl_WAY150520SG07_Multi_800D_1.jpg;100884_wl_WAY150520SG07_Multi_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1118,
WL#100885,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100885_wl_WAY150520SG10_Multi_800_0.jpg,100885_wl_WAY150520SG10_Multi_800_0.jpg,100885_wl_WAY150520SG10_Multi_800_0.jpg,"Zigzag print, 2 pocket, high waist shorts.","Zigzag print, 2 pocket, high waist shorts.","Zigzag print, 2 pocket, high waist shorts.",100885_wl_WAY150520SG10_Multi_800_0.jpg;100885_wl_WAY150520SG10_Multi_800_0.jpg;100885_wl_WAY150520SG10_Multi_800D_0.jpg;100885_wl_WAY150520SG10_Multi_800D_1.jpg;100885_wl_WAY150520SG10_Multi_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1121,
WL#100886,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100886_wl_WAY150520SG02_Multi_800_0.jpg,100886_wl_WAY150520SG02_Multi_800_0.jpg,100886_wl_WAY150520SG02_Multi_800_0.jpg,"skull print, 2 pocket, high waist shorts.","skull print, 2 pocket, high waist shorts.","skull print, 2 pocket, high waist shorts.",100886_wl_WAY150520SG02_Multi_800_0.jpg;100886_wl_WAY150520SG02_Multi_800_0.jpg;100886_wl_WAY150520SG02_Multi_800D_0.jpg;100886_wl_WAY150520SG02_Multi_800D_1.jpg;100886_wl_WAY150520SG02_Multi_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1113,
WL#100887,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100887_wl_WAY150520SG08_Multi_800_0.jpg,100887_wl_WAY150520SG08_Multi_800_0.jpg,100887_wl_WAY150520SG08_Multi_800_0.jpg,"Bohemian print, 2 pocket, high waist shorts.","Bohemian print, 2 pocket, high waist shorts.","Bohemian print, 2 pocket, high waist shorts.",100887_wl_WAY150520SG08_Multi_800_0.jpg;100887_wl_WAY150520SG08_Multi_800_0.jpg;100887_wl_WAY150520SG08_Multi_800D_0.jpg;100887_wl_WAY150520SG08_Multi_800D_1.jpg;100887_wl_WAY150520SG08_Multi_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1119,
WL#100888,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100888_wl_WAY150520SG03_Multi_800_0.jpg,100888_wl_WAY150520SG03_Multi_800_0.jpg,100888_wl_WAY150520SG03_Multi_800_0.jpg,"Sevi diamond print, 2 pocket, high waist shorts.","Sevi diamond print, 2 pocket, high waist shorts.","Sevi diamond print, 2 pocket, high waist shorts.",100888_wl_WAY150520SG03_Multi_800_0.jpg;100888_wl_WAY150520SG03_Multi_800_0.jpg;100888_wl_WAY150520SG03_Multi_800D_0.jpg;100888_wl_WAY150520SG03_Multi_800D_1.jpg;100888_wl_WAY150520SG03_Multi_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1114,
WL#100889,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100889_wl_WAY150520SG06_Multi_800_0.jpg,100889_wl_WAY150520SG06_Multi_800_0.jpg,100889_wl_WAY150520SG06_Multi_800_0.jpg,"Sevi diamond print, 2 pocket, high waist shorts.","Sevi diamond print, 2 pocket, high waist shorts.","Sevi diamond print, 2 pocket, high waist shorts.",100889_wl_WAY150520SG06_Multi_800_0.jpg;100889_wl_WAY150520SG06_Multi_800_0.jpg;100889_wl_WAY150520SG06_Multi_800D_0.jpg;100889_wl_WAY150520SG06_Multi_800D_1.jpg;100889_wl_WAY150520SG06_Multi_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1117,
WL#100890,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100890_wl_WAY150520SG05_Multi_800_0.jpg,100890_wl_WAY150520SG05_Multi_800_0.jpg,100890_wl_WAY150520SG05_Multi_800_0.jpg,"Tribal print, 2 pocket, high waist shorts.","Tribal print, 2 pocket, high waist shorts.","Tribal print, 2 pocket, high waist shorts.",100890_wl_WAY150520SG05_Multi_800_0.jpg;100890_wl_WAY150520SG05_Multi_800_0.jpg;100890_wl_WAY150520SG05_Multi_800D_0.jpg;100890_wl_WAY150520SG05_Multi_800D_1.jpg;100890_wl_WAY150520SG05_Multi_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1116,
WL#100891,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100891_wl_WAY150520SG04_Multi_800_0.jpg,100891_wl_WAY150520SG04_Multi_800_0.jpg,100891_wl_WAY150520SG04_Multi_800_0.jpg,"Aztec border print, 2 pocket, high waist shorts.","Aztec border print, 2 pocket, high waist shorts.","Aztec border print, 2 pocket, high waist shorts.",100891_wl_WAY150520SG04_Multi_800_0.jpg;100891_wl_WAY150520SG04_Multi_800_0.jpg;100891_wl_WAY150520SG04_Multi_800D_0.jpg;100891_wl_WAY150520SG04_Multi_800D_1.jpg;100891_wl_WAY150520SG04_Multi_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1115,
WL#100892,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100892_wl_WAY150520SC09_PINK_800_0.jpg,100892_wl_WAY150520SC09_PINK_800_0.jpg,100892_wl_WAY150520SC09_PINK_800_0.jpg,"Aztec print, 2 pocket, high waist shorts.","Aztec print, 2 pocket, high waist shorts.","Aztec print, 2 pocket, high waist shorts.",100892_wl_WAY150520SC09_PINK_800_0.jpg;100892_wl_WAY150520SC09_PINK_800_0.jpg;100892_wl_WAY150520SC09_PINK_800D_0.jpg;100892_wl_WAY150520SC09_PINK_800D_1.jpg;100892_wl_WAY150520SC09_PINK_800D_2.jpg;100892_wl_WAY150520SC09_TAN_800_1.jpg;100892_wl_WAY150520SC09_MAROON_800_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1111,
WL#100893,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100893_wl_WAY150520SC02_MULTI_800_0.jpg,100893_wl_WAY150520SC02_MULTI_800_0.jpg,100893_wl_WAY150520SC02_MULTI_800_0.jpg,"Skull border print, 2 pocket, high waist shorts.","Skull border print, 2 pocket, high waist shorts.","Skull border print, 2 pocket, high waist shorts.",100893_wl_WAY150520SC02_MULTI_800_0.jpg;100893_wl_WAY150520SC02_MULTI_800_0.jpg;100893_wl_WAY150520SC02_MULTI_800D_0.jpg;100893_wl_WAY150520SC02_MULTI_800D_1.jpg;100893_wl_WAY150520SC02_MULTI_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1104,
WL#100894,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100894_wl_WAY150520SC03_PRINT_800_0.jpg,100894_wl_WAY150520SC03_PRINT_800_0.jpg,100894_wl_WAY150520SC03_PRINT_800_0.jpg,"Cheetah print, 2 pocket, high waist shorts.","Cheetah print, 2 pocket, high waist shorts.","Cheetah print, 2 pocket, high waist shorts.",100894_wl_WAY150520SC03_PRINT_800_0.jpg;100894_wl_WAY150520SC03_PRINT_800_0.jpg;100894_wl_WAY150520SC03_PRINT_800D_0.jpg;100894_wl_WAY150520SC03_PRINT_800D_1.jpg;100894_wl_WAY150520SC03_PRINT_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1105,
WL#100895,,configurable,default,"PANTS Shorts",60.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/shorts,"Not Available","Not Specified",Imported,lashowroom,,None,100895_wl_WAY150520SC01_PINKMINT_800_0.jpg,100895_wl_WAY150520SC01_PINKMINT_800_0.jpg,100895_wl_WAY150520SC01_PINKMINT_800_0.jpg,"Sevi diamond print, 2 pocket, high waist shorts.","Sevi diamond print, 2 pocket, high waist shorts.","Sevi diamond print, 2 pocket, high waist shorts.",100895_wl_WAY150520SC01_PINKMINT_800_0.jpg;100895_wl_WAY150520SC01_PINKMINT_800_0.jpg;100895_wl_WAY150520SC01_PINKMINT_800D_0.jpg;100895_wl_WAY150520SC01_PINKMINT_800D_1.jpg;100895_wl_WAY150520SC01_PINKMINT_800D_2.jpg;,12,10,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1103,
WL#100896,,configurable,default,"PLUSSIZE Capri",70.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,plus-size,"Not Available","Not Specified",Imported,lashowroom,,None,100896_wl_WAY150514SG01_Multi_800_0.jpg,100896_wl_WAY150514SG01_Multi_800_0.jpg,100896_wl_WAY150514SG01_Multi_800_0.jpg,"Zigzag print capri leggings.","Zigzag print capri leggings.","Zigzag print capri leggings.",100896_wl_WAY150514SG01_Multi_800_0.jpg;100896_wl_WAY150514SG01_Multi_800_0.jpg;100896_wl_WAY150514SG01_Multi_800D_0.jpg;100896_wl_WAY150514SG01_Multi_800D_1.jpg;100896_wl_WAY150514SG01_Multi_800D_2.jpg;,14,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/1102,
WL#100897,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,100897_wl_WAY150430XC07_USA_800_0.jpg,100897_wl_WAY150430XC07_USA_800_0.jpg,100897_wl_WAY150430XC07_USA_800_0.jpg,"Flag print leggings with high waist.","Flag print leggings with high waist.","Flag print leggings with high waist.",100897_wl_WAY150430XC07_USA_800_0.jpg;100897_wl_WAY150430XC07_USA_800_0.jpg;100897_wl_WAY150430XC07_USA_800D_0.jpg;100897_wl_WAY150430XC07_USA_800D_1.jpg;100897_wl_WAY150430XC07_USA_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/988,
