sku,bin_location,type,store,name,price,weight,is_in_stock,manage_stock,use_config_manage_stock,model_size_desc,status,visibility,brand,categories,pack,fabric,made,source,source_sku,tax_class_id,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,media_gallery,auctioninc_product_length,auctioninc_product_width,auctioninc_product_height,auctioninc_calc_method,attribute_set,configurable_attributes,leggingspacksize,leggingspackqty,prod_url,leggingscolor
WL#101251,,configurable,default,"LEGGINGS Printed",42.50,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101251_wl_WAY150212CJ07_MULTI_800_0.jpg,101251_wl_WAY150212CJ07_MULTI_800_0.jpg,101251_wl_WAY150212CJ07_MULTI_800_0.jpg,"Geometric border print leggings with elastic waist.","Geometric border print leggings with elastic waist.","Geometric border print leggings with elastic waist.",101251_wl_WAY150212CJ07_MULTI_800_0.jpg;101251_wl_WAY150212CJ07_MULTI_800_0.jpg;101251_wl_WAY150212CJ07_MULTI_800D_0.jpg;101251_wl_WAY150212CJ07_MULTI_800D_1.jpg;101251_wl_WAY150212CJ07_MULTI_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/775,
WL#101252,,configurable,default,"LEGGINGS Printed",42.50,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101252_wl_WAY150212CJ09_WHITE_800_0.jpg,101252_wl_WAY150212CJ09_WHITE_800_0.jpg,101252_wl_WAY150212CJ09_WHITE_800_0.jpg,"Diamond print leggings with elastic waist.","Diamond print leggings with elastic waist.","Diamond print leggings with elastic waist.",101252_wl_WAY150212CJ09_WHITE_800_0.jpg;101252_wl_WAY150212CJ09_WHITE_800_0.jpg;101252_wl_WAY150212CJ09_WHITE_800D_0.jpg;101252_wl_WAY150212CJ09_WHITE_800D_1.jpg;101252_wl_WAY150212CJ09_WHITE_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/777,
WL#101253,,configurable,default,"LEGGINGS Printed",42.50,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101253_wl_WAY150212CJ10_MULTI_800_0.jpg,101253_wl_WAY150212CJ10_MULTI_800_0.jpg,101253_wl_WAY150212CJ10_MULTI_800_0.jpg,"Paisley border print leggings with elastic waist.","Paisley border print leggings with elastic waist.","Paisley border print leggings with elastic waist.",101253_wl_WAY150212CJ10_MULTI_800_0.jpg;101253_wl_WAY150212CJ10_MULTI_800_0.jpg;101253_wl_WAY150212CJ10_MULTI_800D_0.jpg;101253_wl_WAY150212CJ10_MULTI_800D_1.jpg;101253_wl_WAY150212CJ10_MULTI_800D_3.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/778,
WL#101254,,configurable,default,"LEGGINGS Printed",42.50,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101254_wl_WAY150212CJ11_BLACK_800_0.jpg,101254_wl_WAY150212CJ11_BLACK_800_0.jpg,101254_wl_WAY150212CJ11_BLACK_800_0.jpg,"Geometric print leggings with elastic waist.","Geometric print leggings with elastic waist.","Geometric print leggings with elastic waist.",101254_wl_WAY150212CJ11_BLACK_800_0.jpg;101254_wl_WAY150212CJ11_BLACK_800_0.jpg;101254_wl_WAY150212CJ11_BLACK_800D_0.jpg;101254_wl_WAY150212CJ11_BLACK_800D_1.jpg;101254_wl_WAY150212CJ11_BLACK_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/779,
WL#101255,,configurable,default,"LEGGINGS Printed",42.50,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101255_wl_WAY150212CJ12_BLACK_800D_1.jpg,101255_wl_WAY150212CJ12_BLACK_800D_1.jpg,101255_wl_WAY150212CJ12_BLACK_800D_1.jpg,"Floral zebra print leggings with elastic waist.","Floral zebra print leggings with elastic waist.","Floral zebra print leggings with elastic waist.",101255_wl_WAY150212CJ12_BLACK_800D_1.jpg;101255_wl_WAY150212CJ12_BLACK_800_0.jpg;101255_wl_WAY150212CJ12_BLACK_800D_0.jpg;101255_wl_WAY150212CJ12_BLACK_800D_1.jpg;101255_wl_WAY150212CJ12_BLACK_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/780,
WL#101256,,configurable,default,"PLUSSIZE Printed",55.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,plus-size,"Not Available","Not Specified",Imported,lashowroom,,None,101256_wl_WAY150209SS01_MULTI_800_0.jpg,101256_wl_WAY150209SS01_MULTI_800_0.jpg,101256_wl_WAY150209SS01_MULTI_800_0.jpg,"Aztec print leggings with elastic waist.","Aztec print leggings with elastic waist.","Aztec print leggings with elastic waist.",101256_wl_WAY150209SS01_MULTI_800_0.jpg;101256_wl_WAY150209SS01_MULTI_800_0.jpg;101256_wl_WAY150209SS01_MULTI_800D_0.jpg;101256_wl_WAY150209SS01_MULTI_800D_1.jpg;101256_wl_WAY150209SS01_MULTI_800D_2.jpg;,14,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/766,
WL#101257,,configurable,default,"PLUSSIZE Printed",55.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,plus-size,"Not Available","Not Specified",Imported,lashowroom,,None,101257_wl_WAY150209SS02_MULTI_800_0.jpg,101257_wl_WAY150209SS02_MULTI_800_0.jpg,101257_wl_WAY150209SS02_MULTI_800_0.jpg,"Floral print leggings with elastic waist.","Floral print leggings with elastic waist.","Floral print leggings with elastic waist.",101257_wl_WAY150209SS02_MULTI_800_0.jpg;101257_wl_WAY150209SS02_MULTI_800_0.jpg;101257_wl_WAY150209SS02_MULTI_800D_0.jpg;101257_wl_WAY150209SS02_MULTI_800D_1.jpg;101257_wl_WAY150209SS02_MULTI_800D_2.jpg;,14,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/767,
WL#101258,,configurable,default,"PLUSSIZE Printed",55.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,plus-size,"Not Available","Not Specified",Imported,lashowroom,,None,101258_wl_WAY150212PO01_TEAL_800_0.jpg,101258_wl_WAY150212PO01_TEAL_800_0.jpg,101258_wl_WAY150212PO01_TEAL_800_0.jpg,"Paisley border print leggings with elastic waist.","Paisley border print leggings with elastic waist.","Paisley border print leggings with elastic waist.",101258_wl_WAY150212PO01_TEAL_800_0.jpg;101258_wl_WAY150212PO01_TEAL_800_0.jpg;101258_wl_WAY150212PO01_TEAL_800D_0.jpg;101258_wl_WAY150212PO01_TEAL_800D_1.jpg;101258_wl_WAY150212PO01_TEAL_800D_2.jpg;,14,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/768,
WL#101259,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101259_wl_WAY150209DC03_ARMY_800_0.jpg,101259_wl_WAY150209DC03_ARMY_800_0.jpg,101259_wl_WAY150209DC03_ARMY_800_0.jpg,"Camouflage print, high waisted, full length, leggings.","Camouflage print, high waisted, full length, leggings.","Camouflage print, high waisted, full length, leggings.",101259_wl_WAY150209DC03_ARMY_800_0.jpg;101259_wl_WAY150209DC03_ARMY_800_0.jpg;101259_wl_WAY150209DC03_ARMY_800D_0.jpg;101259_wl_WAY150209DC03_ARMY_800D_1.jpg;101259_wl_WAY150209DC03_ARMY_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/765,
WL#101260,,configurable,default,"LEGGINGS Printed",42.50,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101260_wl_WAY150209DC02_MULTI_800_0.jpg,101260_wl_WAY150209DC02_MULTI_800_0.jpg,101260_wl_WAY150209DC02_MULTI_800_0.jpg,"Tribal print, high waisted, full length, leggings.","Tribal print, high waisted, full length, leggings.","Tribal print, high waisted, full length, leggings.",101260_wl_WAY150209DC02_MULTI_800_0.jpg;101260_wl_WAY150209DC02_MULTI_800_0.jpg;101260_wl_WAY150209DC02_MULTI_800D_0.jpg;101260_wl_WAY150209DC02_MULTI_800D_1.jpg;101260_wl_WAY150209DC02_MULTI_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/764,
WL#101261,,configurable,default,"LEGGINGS Printed",42.50,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101261_wl_WAY150209DC01_FLOWER_800_0.jpg,101261_wl_WAY150209DC01_FLOWER_800_0.jpg,101261_wl_WAY150209DC01_FLOWER_800_0.jpg,"Floral print, high waisted, full length, leggings.","Floral print, high waisted, full length, leggings.","Floral print, high waisted, full length, leggings.",101261_wl_WAY150209DC01_FLOWER_800_0.jpg;101261_wl_WAY150209DC01_FLOWER_800_0.jpg;101261_wl_WAY150209DC01_FLOWER_800D_0.jpg;101261_wl_WAY150209DC01_FLOWER_800D_1.jpg;101261_wl_WAY150209DC01_FLOWER_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/763,
WL#101262#MULTI,,simple,default,"MULTI LEGGINGS",5.50,2,0,1,1,"*This model is wearing size <span>S</span>.<br>
				
										*Measurements are <span>32Bx23x34</span> and height is <span>5' 8"" (172.7 cm)</span>.",1,"""Not Visible Individually""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,#LA5004,None,101262_wl_WAY15020401_MULTI_800_0.jpg,101262_wl_WAY15020401_MULTI_800_0.jpg,101262_wl_WAY15020401_MULTI_800_0.jpg,"Dia de los muertos print, high waisted, full length, leggings.","Dia de los muertos print, high waisted, full length, leggings.","Dia de los muertos print, high waisted, full length, leggings.",101262_wl_WAY15020401_MULTI_800_0.jpg;101262_wl_WAY15020401_MULTI_800_0.jpg;101262_wl_WAY15020401_MULTI_800D_0.jpg;101262_wl_WAY15020401_MULTI_800D_1.jpg;101262_wl_WAY15020401_MULTI_800D_2.jpg;,13,10,3,C,Default,leggingscolor," OS<br>"," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/747,MULTI
WL#101262,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"*This model is wearing size <span>S</span>.<br>
				
										*Measurements are <span>32Bx23x34</span> and height is <span>5' 8"" (172.7 cm)</span>.",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,#LA5004,None,101262_wl_WAY15020401_MULTI_800_0.jpg,101262_wl_WAY15020401_MULTI_800_0.jpg,101262_wl_WAY15020401_MULTI_800_0.jpg,"Dia de los muertos print, high waisted, full length, leggings.","Dia de los muertos print, high waisted, full length, leggings.","Dia de los muertos print, high waisted, full length, leggings.",101262_wl_WAY15020401_MULTI_800_0.jpg;101262_wl_WAY15020401_MULTI_800_0.jpg;101262_wl_WAY15020401_MULTI_800D_0.jpg;101262_wl_WAY15020401_MULTI_800D_1.jpg;101262_wl_WAY15020401_MULTI_800D_2.jpg;,13,10,3,C,Default,leggingscolor," OS<br>"," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/747,
WL#101263,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101263_wl_WAY15020402_MULTI_800_0.jpg,101263_wl_WAY15020402_MULTI_800_0.jpg,101263_wl_WAY15020402_MULTI_800_0.jpg,"Geo stripe print, high waisted, full length, leggings.","Geo stripe print, high waisted, full length, leggings.","Geo stripe print, high waisted, full length, leggings.",101263_wl_WAY15020402_MULTI_800_0.jpg;101263_wl_WAY15020402_MULTI_800_0.jpg;101263_wl_WAY15020402_MULTI_800D_0.jpg;101263_wl_WAY15020402_MULTI_800D_1.jpg;101263_wl_WAY15020402_MULTI_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/748,
WL#101264,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101264_wl_WAY15020403_MULTI_800_0.jpg,101264_wl_WAY15020403_MULTI_800_0.jpg,101264_wl_WAY15020403_MULTI_800_0.jpg,"Geo stripe print, high waisted, full length, leggings.","Geo stripe print, high waisted, full length, leggings.","Geo stripe print, high waisted, full length, leggings.",101264_wl_WAY15020403_MULTI_800_0.jpg;101264_wl_WAY15020403_MULTI_800_0.jpg;101264_wl_WAY15020403_MULTI_800D_0.jpg;101264_wl_WAY15020403_MULTI_800D_1.jpg;101264_wl_WAY15020403_MULTI_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/749,
WL#101265,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101265_wl_WAY15020404_MULTI_800_0.jpg,101265_wl_WAY15020404_MULTI_800_0.jpg,101265_wl_WAY15020404_MULTI_800_0.jpg,"Geometric print, high waisted, full length, leggings.","Geometric print, high waisted, full length, leggings.","Geometric print, high waisted, full length, leggings.",101265_wl_WAY15020404_MULTI_800_0.jpg;101265_wl_WAY15020404_MULTI_800_0.jpg;101265_wl_WAY15020404_MULTI_800D_0.jpg;101265_wl_WAY15020404_MULTI_800D_1.jpg;101265_wl_WAY15020404_MULTI_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/750,
WL#101266,,configurable,default,"LEGGINGS Printed",42.50,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101266_wl_WAY15020501_Multi_800_0.jpg,101266_wl_WAY15020501_Multi_800_0.jpg,101266_wl_WAY15020501_Multi_800_0.jpg,"Aztec print leggings with elastic waist.","Aztec print leggings with elastic waist.","Aztec print leggings with elastic waist.",101266_wl_WAY15020501_Multi_800_0.jpg;101266_wl_WAY15020501_Multi_800_0.jpg;101266_wl_WAY15020501_Multi_800D_0.jpg;101266_wl_WAY15020501_Multi_800D_1.jpg;101266_wl_WAY15020501_Multi_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/752,
WL#101267,,configurable,default,"LEGGINGS Printed",42.50,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101267_wl_WAY15020502_Multi_800_0.jpg,101267_wl_WAY15020502_Multi_800_0.jpg,101267_wl_WAY15020502_Multi_800_0.jpg,"Geometric print leggings with elastic waist.","Geometric print leggings with elastic waist.","Geometric print leggings with elastic waist.",101267_wl_WAY15020502_Multi_800_0.jpg;101267_wl_WAY15020502_Multi_800_0.jpg;101267_wl_WAY15020502_Multi_800D_0.jpg;101267_wl_WAY15020502_Multi_800D_1.jpg;101267_wl_WAY15020502_Multi_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/753,
WL#101268,,configurable,default,"LEGGINGS Printed",42.50,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101268_wl_WAY15020503_Multi_800_0.jpg,101268_wl_WAY15020503_Multi_800_0.jpg,101268_wl_WAY15020503_Multi_800_0.jpg,"Aztec print leggings with elastic waist.","Aztec print leggings with elastic waist.","Aztec print leggings with elastic waist.",101268_wl_WAY15020503_Multi_800_0.jpg;101268_wl_WAY15020503_Multi_800_0.jpg;101268_wl_WAY15020503_Multi_800D_0.jpg;101268_wl_WAY15020503_Multi_800D_1.jpg;101268_wl_WAY15020503_Multi_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/754,
WL#101269,,configurable,default,"LEGGINGS Printed",42.50,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101269_wl_WAY15020504_Multi_800_0.jpg,101269_wl_WAY15020504_Multi_800_0.jpg,101269_wl_WAY15020504_Multi_800_0.jpg,"Aztec border print leggings with elastic waist.","Aztec border print leggings with elastic waist.","Aztec border print leggings with elastic waist.",101269_wl_WAY15020504_Multi_800_0.jpg;101269_wl_WAY15020504_Multi_800_0.jpg;101269_wl_WAY15020504_Multi_800D_0.jpg;101269_wl_WAY15020504_Multi_800D_1.jpg;101269_wl_WAY15020504_Multi_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/755,
WL#101270,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101270_wl_WAY15020506_Multi_800_0.jpg,101270_wl_WAY15020506_Multi_800_0.jpg,101270_wl_WAY15020506_Multi_800_0.jpg,"Aztec print leggings with elastic waist.","Aztec print leggings with elastic waist.","Aztec print leggings with elastic waist.",101270_wl_WAY15020506_Multi_800_0.jpg;101270_wl_WAY15020506_Multi_800_0.jpg;101270_wl_WAY15020506_Multi_800D_0.jpg;101270_wl_WAY15020506_Multi_800D_1.jpg;101270_wl_WAY15020506_Multi_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/757,
WL#101271,,configurable,default,"LEGGINGS Printed",42.50,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101271_wl_WAY15020505_Multi_800_0.jpg,101271_wl_WAY15020505_Multi_800_0.jpg,101271_wl_WAY15020505_Multi_800_0.jpg,"Aztec border print leggings with elastic waist.","Aztec border print leggings with elastic waist.","Aztec border print leggings with elastic waist.",101271_wl_WAY15020505_Multi_800_0.jpg;101271_wl_WAY15020505_Multi_800_0.jpg;101271_wl_WAY15020505_Multi_800D_0.jpg;101271_wl_WAY15020505_Multi_800D_1.jpg;101271_wl_WAY15020505_Multi_800D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/756,
WL#101272,,configurable,default,"PLUSSIZE Printed",60.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,plus-size,"Not Available","Not Specified",Imported,lashowroom,,None,101272_wl_WAY15020501PLUS_MultiBlack_800_0.jpg,101272_wl_WAY15020501PLUS_MultiBlack_800_0.jpg,101272_wl_WAY15020501PLUS_MultiBlack_800_0.jpg,"Floral print leggings with elastic waist.","Floral print leggings with elastic waist.","Floral print leggings with elastic waist.",101272_wl_WAY15020501PLUS_MultiBlack_800_0.jpg;101272_wl_WAY15020501PLUS_MultiBlack_800_0.jpg;101272_wl_WAY15020501PLUS_MultiBlack_800D_0.jpg;101272_wl_WAY15020501PLUS_MultiBlack_800D_1.jpg;101272_wl_WAY15020501PLUS_MultiBlack_800D_2.jpg;,14,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/758,
WL#101273,,configurable,default,"PLUSSIZE Printed",60.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,plus-size,"Not Available","Not Specified",Imported,lashowroom,,None,101273_wl_WAY15020502PLUS_MultiBlack_800_0.jpg,101273_wl_WAY15020502PLUS_MultiBlack_800_0.jpg,101273_wl_WAY15020502PLUS_MultiBlack_800_0.jpg,"Floral print leggings with elastic waist.","Floral print leggings with elastic waist.","Floral print leggings with elastic waist.",101273_wl_WAY15020502PLUS_MultiBlack_800_0.jpg;101273_wl_WAY15020502PLUS_MultiBlack_800_0.jpg;101273_wl_WAY15020502PLUS_MultiBlack_800D_0.jpg;101273_wl_WAY15020502PLUS_MultiBlack_800D_1.jpg;101273_wl_WAY15020502PLUS_MultiBlack_800D_2.jpg;,14,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/759,
WL#101274,,configurable,default,"PLUSSIZE Printed",60.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,plus-size,"Not Available","Not Specified",Imported,lashowroom,,None,101274_wl_WAY15020503PLUS_MultSky_800_0.jpg,101274_wl_WAY15020503PLUS_MultSky_800_0.jpg,101274_wl_WAY15020503PLUS_MultSky_800_0.jpg,"Parakeet print leggings with elastic waist.","Parakeet print leggings with elastic waist.","Parakeet print leggings with elastic waist.",101274_wl_WAY15020503PLUS_MultSky_800_0.jpg;101274_wl_WAY15020503PLUS_MultSky_800_0.jpg;101274_wl_WAY15020503PLUS_MultSky_800D_0.jpg;101274_wl_WAY15020503PLUS_MultSky_800D_1.jpg;101274_wl_WAY15020503PLUS_MultSky_800D_2.jpg;,14,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/760,
WL#101275,,configurable,default,"PLUSSIZE Printed",60.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,plus-size,"Not Available","Not Specified",Imported,lashowroom,,None,101275_wl_WAY15020504PLUS_MultiBlack_800_0.jpg,101275_wl_WAY15020504PLUS_MultiBlack_800_0.jpg,101275_wl_WAY15020504PLUS_MultiBlack_800_0.jpg,"Floral print leggings with elastic waist.","Floral print leggings with elastic waist.","Floral print leggings with elastic waist.",101275_wl_WAY15020504PLUS_MultiBlack_800_0.jpg;101275_wl_WAY15020504PLUS_MultiBlack_800_0.jpg;101275_wl_WAY15020504PLUS_MultiBlack_800D_0.jpg;101275_wl_WAY15020504PLUS_MultiBlack_800D_1.jpg;101275_wl_WAY15020504PLUS_MultiBlack_800D_2.jpg;,14,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/761,
WL#101276,,configurable,default,"PLUSSIZE Printed",60.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,plus-size,"Not Available","Not Specified",Imported,lashowroom,,None,101276_wl_WAY15020505PLUS_Multi_800_0.jpg,101276_wl_WAY15020505PLUS_Multi_800_0.jpg,101276_wl_WAY15020505PLUS_Multi_800_0.jpg,"Aztec border print leggings with elastic waist.","Aztec border print leggings with elastic waist.","Aztec border print leggings with elastic waist.",101276_wl_WAY15020505PLUS_Multi_800_0.jpg;101276_wl_WAY15020505PLUS_Multi_800_0.jpg;101276_wl_WAY15020505PLUS_Multi_800D_0.jpg;101276_wl_WAY15020505PLUS_Multi_800D_1.jpg;101276_wl_WAY15020505PLUS_Multi_800D_2.jpg;,14,10,3,C,Default,leggingscolor,," 10              <br>Size Breakdown:<br>In packs of OS(10) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/762,
WL#101277,,configurable,default,"PANTS Palazzo",54.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/palazzo,"Not Available","Not Specified",Imported,lashowroom,,None,101277_wl_WAY15020301_Multi_800_0.jpg,101277_wl_WAY15020301_Multi_800_0.jpg,101277_wl_WAY15020301_Multi_800_0.jpg,"Tribal zigzag print, high waist, palazzo pants.","Tribal zigzag print, high waist, palazzo pants.","Tribal zigzag print, high waist, palazzo pants.",101277_wl_WAY15020301_Multi_800_0.jpg;101277_wl_WAY15020301_Multi_800_0.jpg;101277_wl_WAY15020301_Multi_800D_0.jpg;101277_wl_WAY15020301_Multi_800D_1.jpg;101277_wl_WAY15020301_Multi_800D_2.jpg;101277_wl_WAY15020301_MultiGray_800_1.jpg;,15,11,3,C,Default,leggingscolor,," 6              <br>Size Breakdown:<br>In packs of S/M(3) and L/XL(3) per color only.              ",https://www.lashowroom.com/wholesalefashionistas/item/743,
WL#101278,,configurable,default,"PANTS Palazzo",54.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/palazzo,"Not Available","Not Specified",Imported,lashowroom,,None,101278_wl_WAY15020302_Multi_800_0.jpg,101278_wl_WAY15020302_Multi_800_0.jpg,101278_wl_WAY15020302_Multi_800_0.jpg,"Floral border print, high waist, palazzo pants.","Floral border print, high waist, palazzo pants.","Floral border print, high waist, palazzo pants.",101278_wl_WAY15020302_Multi_800_0.jpg;101278_wl_WAY15020302_Multi_800_0.jpg;101278_wl_WAY15020302_Multi_800D_0.jpg;101278_wl_WAY15020302_Multi_800D_1.jpg;101278_wl_WAY15020302_Multi_800D_2.jpg;,15,11,3,C,Default,leggingscolor,," 6                            ",https://www.lashowroom.com/wholesalefashionistas/item/744,
WL#101279,,configurable,default,"PANTS Palazzo",54.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/palazzo,"Not Available","Not Specified",Imported,lashowroom,,None,101279_wl_WAY15020303_Multi_800_0.jpg,101279_wl_WAY15020303_Multi_800_0.jpg,101279_wl_WAY15020303_Multi_800_0.jpg,"Paisley border print, high waist, palazzo pants.","Paisley border print, high waist, palazzo pants.","Paisley border print, high waist, palazzo pants.",101279_wl_WAY15020303_Multi_800_0.jpg;101279_wl_WAY15020303_Multi_800_0.jpg;101279_wl_WAY15020303_Multi_800D_0.jpg;101279_wl_WAY15020303_Multi_800D_1.jpg;101279_wl_WAY15020303_Multi_800D_2.jpg;,15,11,3,C,Default,leggingscolor,," 6                            ",https://www.lashowroom.com/wholesalefashionistas/item/745,
