sku,bin_location,type,store,name,description,short_description,price,qty,weight,is_in_stock,manage_stock,use_config_manage_stock,model_size_desc,status,visibility,brand,categories,pack,fabric,made,source,source_sku,tax_class_id,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,media_gallery,auctioninc_product_length,auctioninc_product_width,auctioninc_product_height,auctioninc_calc_method,attribute_set,configurable_attributes,leggingspacksize,leggingspackqty,prod_url,leggingscolor
WL#101880,,configurable,default,"Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings",40.5,100,3,1,1,1,,1,"""Catalog, Search""",,plus-size/leggings/basic,6PCS/PREPACK,"80% Nylon20% Spandex",Imported,sngapparelinc,SSP9003,None,101880_wl_ssp9003blk.jpg,101880_wl_ssp9003blk.jpg,101880_wl_ssp9003blk.jpg,"Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings","Wholesale Plus Size Shiny Liquid Leggings",101880_wl_ssp9003blk.jpg;101880_wl_ssp9003koh.jpg;101880_wl_ssp9003mnt.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/basic/plus-size-leggings-296.html,
"WL#101881#Just as picture",,simple,default,"Wholesale Womens Plus Size Jeggings Just as picture","Wholesale Womens Plus Size Jeggings","Wholesale Womens Plus Size Jeggings",7.75,100,3,1,1,1,,1,"""Not Visible Individually""",,plus-size/leggings/basic,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XJL15P40,None,101881_wl_xjl15p40_blue_d_1.jpg,101881_wl_xjl15p40_blue_d_1.jpg,101881_wl_xjl15p40_blue_d_1.jpg,"Wholesale Womens Plus Size Jeggings","Wholesale Womens Plus Size Jeggings","Wholesale Womens Plus Size Jeggings",101881_wl_xjl15p40_blue_d_1.jpg;101881_wl_xjl15p40_blue_d_3.jpg;101881_wl_xjl15p40_blue_d_4.jpg;101881_wl_xjl15p40_blue_l_0.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/basic/wholesale-womens-plus-size-jeggings-3610.html,"Just as picture"
WL#101881,,configurable,default,"Wholesale Womens Plus Size Jeggings","Wholesale Womens Plus Size Jeggings","Wholesale Womens Plus Size Jeggings",46.5,100,3,1,1,1,,1,"""Catalog, Search""",,plus-size/leggings/basic,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XJL15P40,None,101881_wl_xjl15p40_blue_d_1.jpg,101881_wl_xjl15p40_blue_d_1.jpg,101881_wl_xjl15p40_blue_d_1.jpg,"Wholesale Womens Plus Size Jeggings","Wholesale Womens Plus Size Jeggings","Wholesale Womens Plus Size Jeggings",101881_wl_xjl15p40_blue_d_1.jpg;101881_wl_xjl15p40_blue_d_3.jpg;101881_wl_xjl15p40_blue_d_4.jpg;101881_wl_xjl15p40_blue_l_0.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/basic/wholesale-womens-plus-size-jeggings-3610.html,
"WL#101882#Just as picture",,simple,default,"Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers Just as picture","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers",8.25,100,3,1,1,1,,1,"""Not Visible Individually""",,plus-size/pants/harem,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",Imported,sngapparelinc,SHMP187,None,101882_wl_shmp187_3.jpg,101882_wl_shmp187_3.jpg,101882_wl_shmp187_3.jpg,"Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers",101882_wl_shmp187_3.jpg;101882_wl_shmp187_1_1.jpg;101882_wl_shmp187_2.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/semi-harem-pants/wholesale-plus-size-women-s-semi-harem-pants-japanese-flowers.html,"Just as picture"
WL#101882,,configurable,default,"Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers",49.5,100,3,1,1,1,,1,"""Catalog, Search""",,plus-size/pants/harem,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",Imported,sngapparelinc,SHMP187,None,101882_wl_shmp187_3.jpg,101882_wl_shmp187_3.jpg,101882_wl_shmp187_3.jpg,"Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers","Wholesale Plus Size Womens Semi Harem Pants Japanese Flowers",101882_wl_shmp187_3.jpg;101882_wl_shmp187_1_1.jpg;101882_wl_shmp187_2.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/semi-harem-pants/wholesale-plus-size-women-s-semi-harem-pants-japanese-flowers.html,
"WL#101883#Just as picture",,simple,default,"Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars Just as picture","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars",8.25,100,3,1,1,1,,1,"""Not Visible Individually""",,plus-size/pants/harem,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",Imported,sngapparelinc,SHMP065,None,101883_wl_shmp065_2_1.jpg,101883_wl_shmp065_2_1.jpg,101883_wl_shmp065_2_1.jpg,"Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars",101883_wl_shmp065_2_1.jpg;101883_wl_shmp065.jpg;101883_wl_shmp065_4.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/semi-harem-pants/wholesale-women-s-plus-size-semi-harem-pants-sketch-of-stars.html,"Just as picture"
WL#101883,,configurable,default,"Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars",49.5,100,3,1,1,1,,1,"""Catalog, Search""",,plus-size/pants/harem,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",Imported,sngapparelinc,SHMP065,None,101883_wl_shmp065_2_1.jpg,101883_wl_shmp065_2_1.jpg,101883_wl_shmp065_2_1.jpg,"Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars","Wholesale Womens Plus Size Semi Harem Pants Sketch Of Stars",101883_wl_shmp065_2_1.jpg;101883_wl_shmp065.jpg;101883_wl_shmp065_4.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/semi-harem-pants/wholesale-women-s-plus-size-semi-harem-pants-sketch-of-stars.html,
"WL#101884#Just as picture",,simple,default,"Wholesale Womens Plus Size Semi Harem Pants Damask Just as picture","Wholesale Womens Plus Size Semi Harem Pants Damask","Wholesale Womens Plus Size Semi Harem Pants Damask",8.25,100,3,1,1,1,,1,"""Not Visible Individually""",,plus-size/pants/harem,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",Imported,sngapparelinc,SHMP8253,None,101884_wl_shmp8253_black2_d_2.jpg,101884_wl_shmp8253_black2_d_2.jpg,101884_wl_shmp8253_black2_d_2.jpg,"Wholesale Womens Plus Size Semi Harem Pants Damask","Wholesale Womens Plus Size Semi Harem Pants Damask","Wholesale Womens Plus Size Semi Harem Pants Damask",101884_wl_shmp8253_black2_d_2.jpg;101884_wl_shmp8253_black2_d_0.jpg;101884_wl_shmp8253_black2_d_1.jpg;101884_wl_shmp8253_black2_l_0.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/semi-harem-pants/wholesale-womens-plus-size-semi-harem-pants-damask.html,"Just as picture"
WL#101884,,configurable,default,"Wholesale Womens Plus Size Semi Harem Pants Damask","Wholesale Womens Plus Size Semi Harem Pants Damask","Wholesale Womens Plus Size Semi Harem Pants Damask",49.5,100,3,1,1,1,,1,"""Catalog, Search""",,plus-size/pants/harem,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",Imported,sngapparelinc,SHMP8253,None,101884_wl_shmp8253_black2_d_2.jpg,101884_wl_shmp8253_black2_d_2.jpg,101884_wl_shmp8253_black2_d_2.jpg,"Wholesale Womens Plus Size Semi Harem Pants Damask","Wholesale Womens Plus Size Semi Harem Pants Damask","Wholesale Womens Plus Size Semi Harem Pants Damask",101884_wl_shmp8253_black2_d_2.jpg;101884_wl_shmp8253_black2_d_0.jpg;101884_wl_shmp8253_black2_d_1.jpg;101884_wl_shmp8253_black2_l_0.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/semi-harem-pants/wholesale-womens-plus-size-semi-harem-pants-damask.html,
"WL#101885#Just as picture",,simple,default,"Wholesale Womens Missy Plus Size Wide Leg Palazzo Pants Just as picture","Wholesale Womens Missy Plus Size Wide Leg Palazzo Pants","Wholesale Womens Missy Plus Size Wide Leg Palazzo Pants",9.75,100,3,1,1,1,,1,"""Not Visible Individually""",,plus-size/pants/palazzo,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XMWL15P208,None,101885_wl_xmwl15p208_1.jpg,101885_wl_xmwl15p208_1.jpg,101885_wl_xmwl15p208_1.jpg,"Wholesale Womens Missy Plus Size Wide Leg Palazzo Pants","Wholesale Womens Missy Plus Size Wide Leg Palazzo Pants","Wholesale Womens Missy Plus Size Wide Leg Palazzo Pants",101885_wl_xmwl15p208_1.jpg;101885_wl_xmwl15p208.jpg;101885_wl_xmwl15p208_2.jpg;,14,10,3,C,Default,leggingscolor,"xl,xxl,xxxl","2,2,2",http://sngapparelinc.com/plus-size-leggings-1392/wide-leg-palazzo/wholesale-womens-missy-plus-size-wide-leg-palazzo-pants.html,"Just as picture"
WL#101885,,configurable,default,"Wholesale Womens Missy Plus Size Wide Leg Palazzo Pants","Wholesale Womens Missy Plus Size Wide Leg Palazzo Pants","Wholesale Womens Missy Plus Size Wide Leg Palazzo Pants",58.5,100,3,1,1,1,,1,"""Catalog, Search""",,plus-size/pants/palazzo,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XMWL15P208,None,101885_wl_xmwl15p208_1.jpg,101885_wl_xmwl15p208_1.jpg,101885_wl_xmwl15p208_1.jpg,"Wholesale Womens Missy Plus Size Wide Leg Palazzo Pants","Wholesale Womens Missy Plus Size Wide Leg Palazzo Pants","Wholesale Womens Missy Plus Size Wide Leg Palazzo Pants",101885_wl_xmwl15p208_1.jpg;101885_wl_xmwl15p208.jpg;101885_wl_xmwl15p208_2.jpg;,14,10,3,C,Default,leggingscolor,"xl,xxl,xxxl","2,2,2",http://sngapparelinc.com/plus-size-leggings-1392/wide-leg-palazzo/wholesale-womens-missy-plus-size-wide-leg-palazzo-pants.html,
"WL#101886#Just as picture",,simple,default,"Wholesale Womens Missy Wide Leg Palazzo Pants Just as picture","Wholesale Womens Missy Wide Leg Palazzo Pants","Wholesale Womens Missy Wide Leg Palazzo Pants",9.75,100,3,1,1,1,,1,"""Not Visible Individually""",,plus-size/pants/palazzo,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XMWL15P201,None,101886_wl_xmwl15p201.jpg,101886_wl_xmwl15p201.jpg,101886_wl_xmwl15p201.jpg,"Wholesale Womens Missy Wide Leg Palazzo Pants","Wholesale Womens Missy Wide Leg Palazzo Pants","Wholesale Womens Missy Wide Leg Palazzo Pants",101886_wl_xmwl15p201.jpg;,14,10,3,C,Default,leggingscolor,"xl,xxl,xxxl","2,2,2",http://sngapparelinc.com/plus-size-leggings-1392/wide-leg-palazzo/wholesale-womens-missy-wide-leg-palazzo-pants-2930.html,"Just as picture"
WL#101886,,configurable,default,"Wholesale Womens Missy Wide Leg Palazzo Pants","Wholesale Womens Missy Wide Leg Palazzo Pants","Wholesale Womens Missy Wide Leg Palazzo Pants",58.5,100,3,1,1,1,,1,"""Catalog, Search""",,plus-size/pants/palazzo,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XMWL15P201,None,101886_wl_xmwl15p201.jpg,101886_wl_xmwl15p201.jpg,101886_wl_xmwl15p201.jpg,"Wholesale Womens Missy Wide Leg Palazzo Pants","Wholesale Womens Missy Wide Leg Palazzo Pants","Wholesale Womens Missy Wide Leg Palazzo Pants",101886_wl_xmwl15p201.jpg;,14,10,3,C,Default,leggingscolor,"xl,xxl,xxxl","2,2,2",http://sngapparelinc.com/plus-size-leggings-1392/wide-leg-palazzo/wholesale-womens-missy-wide-leg-palazzo-pants-2930.html,
"WL#101887#Just as picture",,simple,default,"Wholesale Womens Plus Size Harem Shorts Just as picture","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",6.25,100,3,1,1,1,,1,"""Not Visible Individually""",,plus-size/leggings/shorts,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XHS15BP301,None,101887_wl_xhs15bp301_1.jpg,101887_wl_xhs15bp301_1.jpg,101887_wl_xhs15bp301_1.jpg,"Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",101887_wl_xhs15bp301_1.jpg;101887_wl_xhs15bp301_2.jpg;101887_wl_xhs15bp301_3.jpg;101887_wl_xhs15bp301.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/shorts/wholesale-womens-plus-size-harem-shorts.html,"Just as picture"
WL#101887,,configurable,default,"Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",37.5,100,3,1,1,1,,1,"""Catalog, Search""",,plus-size/leggings/shorts,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XHS15BP301,None,101887_wl_xhs15bp301_1.jpg,101887_wl_xhs15bp301_1.jpg,101887_wl_xhs15bp301_1.jpg,"Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",101887_wl_xhs15bp301_1.jpg;101887_wl_xhs15bp301_2.jpg;101887_wl_xhs15bp301_3.jpg;101887_wl_xhs15bp301.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/shorts/wholesale-womens-plus-size-harem-shorts.html,
"WL#101888#Just as picture",,simple,default,"Wholesale Womens Harem Shorts Just as picture","Wholesale Womens Harem Shorts","Wholesale Womens Harem Shorts",6.25,100,3,1,1,1,,1,"""Not Visible Individually""",,plus-size/leggings/shorts,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XHS15BP327,None,101888_wl_xhs15bp327_multi_l_0.jpg,101888_wl_xhs15bp327_multi_l_0.jpg,101888_wl_xhs15bp327_multi_l_0.jpg,"Wholesale Womens Harem Shorts","Wholesale Womens Harem Shorts","Wholesale Womens Harem Shorts",101888_wl_xhs15bp327_multi_l_0.jpg;101888_wl_xhs15bp327_multi_d_3.jpg;101888_wl_xhs15bp327_multi_d_1.jpg;101888_wl_xhs15bp327_multi_d_0.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/shorts/wholesale-womens-harem-shorts-3405.html,"Just as picture"
WL#101888,,configurable,default,"Wholesale Womens Harem Shorts","Wholesale Womens Harem Shorts","Wholesale Womens Harem Shorts",37.5,100,3,1,1,1,,1,"""Catalog, Search""",,plus-size/leggings/shorts,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XHS15BP327,None,101888_wl_xhs15bp327_multi_l_0.jpg,101888_wl_xhs15bp327_multi_l_0.jpg,101888_wl_xhs15bp327_multi_l_0.jpg,"Wholesale Womens Harem Shorts","Wholesale Womens Harem Shorts","Wholesale Womens Harem Shorts",101888_wl_xhs15bp327_multi_l_0.jpg;101888_wl_xhs15bp327_multi_d_3.jpg;101888_wl_xhs15bp327_multi_d_1.jpg;101888_wl_xhs15bp327_multi_d_0.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/shorts/wholesale-womens-harem-shorts-3405.html,
"WL#101889#Just as picture",,simple,default,"Wholesale Womens Plus Size Harem Shorts Just as picture","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",6.25,100,3,1,1,1,,1,"""Not Visible Individually""",,plus-size/leggings/shorts,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XHS15BP323,None,101889_wl_xhs15bp323_1.jpg,101889_wl_xhs15bp323_1.jpg,101889_wl_xhs15bp323_1.jpg,"Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",101889_wl_xhs15bp323_1.jpg;101889_wl_xhs15bp323_2.jpg;101889_wl_xhs15bp323_3.jpg;101889_wl_xhs15bp323.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/shorts/wholesale-womens-plus-size-harem-shorts-3269.html,"Just as picture"
WL#101889,,configurable,default,"Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",37.5,100,3,1,1,1,,1,"""Catalog, Search""",,plus-size/leggings/shorts,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XHS15BP323,None,101889_wl_xhs15bp323_1.jpg,101889_wl_xhs15bp323_1.jpg,101889_wl_xhs15bp323_1.jpg,"Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",101889_wl_xhs15bp323_1.jpg;101889_wl_xhs15bp323_2.jpg;101889_wl_xhs15bp323_3.jpg;101889_wl_xhs15bp323.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/shorts/wholesale-womens-plus-size-harem-shorts-3269.html,
"WL#101890#Just as picture",,simple,default,"Wholesale Womens Plus Size Harem Shorts Just as picture","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",6.25,100,3,1,1,1,,1,"""Not Visible Individually""",,plus-size/leggings/shorts,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XHS15BP325,None,101890_wl_xhs15bp325_2.jpg,101890_wl_xhs15bp325_2.jpg,101890_wl_xhs15bp325_2.jpg,"Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",101890_wl_xhs15bp325_2.jpg;101890_wl_xhs15bp325.jpg;101890_wl_xhs15bp325_3.jpg;101890_wl_xhs15bp325_1.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/shorts/wholesale-womens-plus-size-harem-shorts-3267.html,"Just as picture"
WL#101890,,configurable,default,"Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",37.5,100,3,1,1,1,,1,"""Catalog, Search""",,plus-size/leggings/shorts,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XHS15BP325,None,101890_wl_xhs15bp325_2.jpg,101890_wl_xhs15bp325_2.jpg,101890_wl_xhs15bp325_2.jpg,"Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",101890_wl_xhs15bp325_2.jpg;101890_wl_xhs15bp325.jpg;101890_wl_xhs15bp325_3.jpg;101890_wl_xhs15bp325_1.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/shorts/wholesale-womens-plus-size-harem-shorts-3267.html,
"WL#101891#Just as picture",,simple,default,"Wholesale Womens Plus Size  Harem Shorts Just as picture","Wholesale Womens Plus Size  Harem Shorts","Wholesale Womens Plus Size  Harem Shorts",6.25,100,3,1,1,1,,1,"""Not Visible Individually""",,plus-size/leggings/shorts,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XHS15BP324,None,101891_wl_xhs15bp324_1.jpg,101891_wl_xhs15bp324_1.jpg,101891_wl_xhs15bp324_1.jpg,"Wholesale Womens Plus Size  Harem Shorts","Wholesale Womens Plus Size  Harem Shorts","Wholesale Womens Plus Size  Harem Shorts",101891_wl_xhs15bp324_1.jpg;101891_wl_xhs15bp324_2.jpg;101891_wl_xhs15bp324_3.jpg;101891_wl_xhs15bp324.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/shorts/wholesale-womens-plus-size-harem-shorts-3265.html,"Just as picture"
WL#101891,,configurable,default,"Wholesale Womens Plus Size  Harem Shorts","Wholesale Womens Plus Size  Harem Shorts","Wholesale Womens Plus Size  Harem Shorts",37.5,100,3,1,1,1,,1,"""Catalog, Search""",,plus-size/leggings/shorts,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XHS15BP324,None,101891_wl_xhs15bp324_1.jpg,101891_wl_xhs15bp324_1.jpg,101891_wl_xhs15bp324_1.jpg,"Wholesale Womens Plus Size  Harem Shorts","Wholesale Womens Plus Size  Harem Shorts","Wholesale Womens Plus Size  Harem Shorts",101891_wl_xhs15bp324_1.jpg;101891_wl_xhs15bp324_2.jpg;101891_wl_xhs15bp324_3.jpg;101891_wl_xhs15bp324.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/shorts/wholesale-womens-plus-size-harem-shorts-3265.html,
"WL#101892#Just as picture",,simple,default,"Wholesale Womens Plus Size Harem Shorts Just as picture","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",6.25,100,3,1,1,1,,1,"""Not Visible Individually""",,plus-size/leggings/shorts,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XHS15BP314,None,101892_wl_xhs15bp314_2.jpg,101892_wl_xhs15bp314_2.jpg,101892_wl_xhs15bp314_2.jpg,"Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",101892_wl_xhs15bp314_2.jpg;101892_wl_xhs15bp314_3.jpg;101892_wl_xhs15bp314.jpg;101892_wl_xhs15bp314_1.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/shorts/wholesale-womens-plus-size-harem-shorts-3263.html,"Just as picture"
WL#101892,,configurable,default,"Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",37.5,100,3,1,1,1,,1,"""Catalog, Search""",,plus-size/leggings/shorts,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XHS15BP314,None,101892_wl_xhs15bp314_2.jpg,101892_wl_xhs15bp314_2.jpg,101892_wl_xhs15bp314_2.jpg,"Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",101892_wl_xhs15bp314_2.jpg;101892_wl_xhs15bp314_3.jpg;101892_wl_xhs15bp314.jpg;101892_wl_xhs15bp314_1.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/shorts/wholesale-womens-plus-size-harem-shorts-3263.html,
"WL#101893#Just as picture",,simple,default,"Wholesale Womens Plus Size Harem Shorts Just as picture","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",6.25,100,3,1,1,1,,1,"""Not Visible Individually""",,plus-size/leggings/shorts,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XHS15BP316,None,101893_wl_xhs15bp316_blackpink_d_2.jpg,101893_wl_xhs15bp316_blackpink_d_2.jpg,101893_wl_xhs15bp316_blackpink_d_2.jpg,"Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",101893_wl_xhs15bp316_blackpink_d_2.jpg;101893_wl_xhs15bp316_blackpink_l_0.jpg;101893_wl_xhs15bp316_blackpink_d_1.jpg;101893_wl_xhs15bp316_blackpink_d_0.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/shorts/wholesale-womens-plus-size-harem-shorts-3161.html,"Just as picture"
WL#101893,,configurable,default,"Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",37.5,100,3,1,1,1,,1,"""Catalog, Search""",,plus-size/leggings/shorts,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",Imported,sngapparelinc,XHS15BP316,None,101893_wl_xhs15bp316_blackpink_d_2.jpg,101893_wl_xhs15bp316_blackpink_d_2.jpg,101893_wl_xhs15bp316_blackpink_d_2.jpg,"Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts","Wholesale Womens Plus Size Harem Shorts",101893_wl_xhs15bp316_blackpink_d_2.jpg;101893_wl_xhs15bp316_blackpink_l_0.jpg;101893_wl_xhs15bp316_blackpink_d_1.jpg;101893_wl_xhs15bp316_blackpink_d_0.jpg;,14,10,3,C,Default,leggingscolor,"xl/xxl,xxxl/xxxxl","3,3",http://sngapparelinc.com/plus-size-leggings-1392/shorts/wholesale-womens-plus-size-harem-shorts-3161.html,
