sku,type,store,name,description,short_description,price,qty,weight,is_in_stock,manage_stock,use_config_manage_stock,status,visibility,categories,pack,fabric,made,source,source_sku,tax_class_id,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,media_gallery,attribute_set,configurable_attributes,leggingscolor
WLplussize#27,configurable,default,"Wholesale Womens Plus Size Treggings Duo Fabric","Wholesale Womens Plus Size Treggings Duo Fabric","Wholesale Womens Plus Size Treggings Duo Fabric",8.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Pants,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,XTRG14PT002,None,sngapparelinc_xtrg14pt002_blkwht_l_0.jpg,sngapparelinc_xtrg14pt002_blkwht_l_0.jpg,sngapparelinc_xtrg14pt002_blkwht_l_0.jpg,"Wholesale Womens Plus Size Treggings Duo Fabric","Wholesale Womens Plus Size Treggings Duo Fabric","Wholesale Womens Plus Size Treggings Duo Fabric",sngapparelinc_xtrg14pt002_blkwht_l_0.jpg;sngapparelinc_xtrg14pt002_blkwht_d_0.jpg;sngapparelinc_xtrg14pt002_blkwht_d_1.jpg;sngapparelinc_xtrg14pt002_blkwht_d_2.jpg;,Default,leggingscolor,
"WLplussize#28#Just as picture",simple,default,"Wholesale Womens Plus Size Treggings Duo Fabric  Just as picture","Wholesale Womens Plus Size Treggings Duo Fabric ","Wholesale Womens Plus Size Treggings Duo Fabric ",8.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Pants,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,XTRG14PT003,None,sngapparelinc_xtrg14pt003_blkwht_d_1.jpg,sngapparelinc_xtrg14pt003_blkwht_d_1.jpg,sngapparelinc_xtrg14pt003_blkwht_d_1.jpg,"Wholesale Womens Plus Size Treggings Duo Fabric ","Wholesale Womens Plus Size Treggings Duo Fabric ","Wholesale Womens Plus Size Treggings Duo Fabric ",sngapparelinc_xtrg14pt003_blkwht_d_1.jpg;sngapparelinc_xtrg14pt003_blkwht_d_0.jpg;sngapparelinc_xtrg14pt003_blkwht_l_0.jpg;sngapparelinc_xtrg14pt003_blkwht_d_2.jpg;,Default,leggingscolor,"Just as picture"
WLplussize#28,configurable,default,"Wholesale Womens Plus Size Treggings Duo Fabric ","Wholesale Womens Plus Size Treggings Duo Fabric ","Wholesale Womens Plus Size Treggings Duo Fabric ",8.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Pants,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,XTRG14PT003,None,sngapparelinc_xtrg14pt003_blkwht_d_1.jpg,sngapparelinc_xtrg14pt003_blkwht_d_1.jpg,sngapparelinc_xtrg14pt003_blkwht_d_1.jpg,"Wholesale Womens Plus Size Treggings Duo Fabric ","Wholesale Womens Plus Size Treggings Duo Fabric ","Wholesale Womens Plus Size Treggings Duo Fabric ",sngapparelinc_xtrg14pt003_blkwht_d_1.jpg;sngapparelinc_xtrg14pt003_blkwht_d_0.jpg;sngapparelinc_xtrg14pt003_blkwht_l_0.jpg;sngapparelinc_xtrg14pt003_blkwht_d_2.jpg;,Default,leggingscolor,
WLplussize#29#Black,simple,default,"Wholesale Womens Plus Size Scuba Pants Treggings Black","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",8.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Pants,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SPNP085,None,sngapparelinc_spnp085_blkwht_d_1.jpg,sngapparelinc_spnp085_blkwht_d_1.jpg,sngapparelinc_spnp085_blkwht_d_1.jpg,"Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",sngapparelinc_spnp085_blkwht_d_1.jpg;sngapparelinc_spnp085_blkwht_d_0.jpg;sngapparelinc_spnp085_blkwht_l_0.jpg;sngapparelinc_spnp085_blkwht_d_2.jpg;sngapparelinc_spn085red_red_d_0.jpg;sngapparelinc_spn085red_red_l_0.jpg;sngapparelinc_spn085red_red_d_1.jpg;sngapparelinc_spnp085blkred_blkred_l_0.jpg;,Default,leggingscolor,Black
WLplussize#29#Red,simple,default,"Wholesale Womens Plus Size Scuba Pants Treggings Red","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",8.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Pants,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SPNP085,None,sngapparelinc_spnp085_blkwht_d_1.jpg,sngapparelinc_spnp085_blkwht_d_1.jpg,sngapparelinc_spnp085_blkwht_d_1.jpg,"Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",sngapparelinc_spnp085_blkwht_d_1.jpg;sngapparelinc_spnp085_blkwht_d_0.jpg;sngapparelinc_spnp085_blkwht_l_0.jpg;sngapparelinc_spnp085_blkwht_d_2.jpg;sngapparelinc_spn085red_red_d_0.jpg;sngapparelinc_spn085red_red_l_0.jpg;sngapparelinc_spn085red_red_d_1.jpg;sngapparelinc_spnp085blkred_blkred_l_0.jpg;,Default,leggingscolor,Red
WLplussize#29#White,simple,default,"Wholesale Womens Plus Size Scuba Pants Treggings White","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",8.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Pants,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SPNP085,None,sngapparelinc_spnp085_blkwht_d_1.jpg,sngapparelinc_spnp085_blkwht_d_1.jpg,sngapparelinc_spnp085_blkwht_d_1.jpg,"Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",sngapparelinc_spnp085_blkwht_d_1.jpg;sngapparelinc_spnp085_blkwht_d_0.jpg;sngapparelinc_spnp085_blkwht_l_0.jpg;sngapparelinc_spnp085_blkwht_d_2.jpg;sngapparelinc_spn085red_red_d_0.jpg;sngapparelinc_spn085red_red_l_0.jpg;sngapparelinc_spn085red_red_d_1.jpg;sngapparelinc_spnp085blkred_blkred_l_0.jpg;,Default,leggingscolor,White
WLplussize#29,configurable,default,"Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",8.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Pants,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SPNP085,None,sngapparelinc_spnp085_blkwht_d_1.jpg,sngapparelinc_spnp085_blkwht_d_1.jpg,sngapparelinc_spnp085_blkwht_d_1.jpg,"Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings","Wholesale Womens Plus Size Scuba Pants Treggings",sngapparelinc_spnp085_blkwht_d_1.jpg;sngapparelinc_spnp085_blkwht_d_0.jpg;sngapparelinc_spnp085_blkwht_l_0.jpg;sngapparelinc_spnp085_blkwht_d_2.jpg;sngapparelinc_spn085red_red_d_0.jpg;sngapparelinc_spn085red_red_l_0.jpg;sngapparelinc_spn085red_red_d_1.jpg;sngapparelinc_spnp085blkred_blkred_l_0.jpg;,Default,leggingscolor,
"WLplussize#30#Just as picture",simple,default,"Wholesale Womens Plus Size Velvet Leggings HoundsTooth Just as picture","Wholesale Womens Plus Size Velvet Leggings HoundsTooth","Wholesale Womens Plus Size Velvet Leggings HoundsTooth",4.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Velvet/Velour,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SSP8124,None,sngapparelinc_ssp8124_tan_d_1_1.jpg,sngapparelinc_ssp8124_tan_d_1_1.jpg,sngapparelinc_ssp8124_tan_d_1_1.jpg,"Wholesale Womens Plus Size Velvet Leggings HoundsTooth","Wholesale Womens Plus Size Velvet Leggings HoundsTooth","Wholesale Womens Plus Size Velvet Leggings HoundsTooth",sngapparelinc_ssp8124_tan_d_1_1.jpg;sngapparelinc_ssp8124_tan_l_0_1.jpg;sngapparelinc_ssp8124_tan_d_2_1.jpg;sngapparelinc_ssp8124_tan_d_0_1.jpg;,Default,leggingscolor,"Just as picture"
WLplussize#30,configurable,default,"Wholesale Womens Plus Size Velvet Leggings HoundsTooth","Wholesale Womens Plus Size Velvet Leggings HoundsTooth","Wholesale Womens Plus Size Velvet Leggings HoundsTooth",4.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Velvet/Velour,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SSP8124,None,sngapparelinc_ssp8124_tan_d_1_1.jpg,sngapparelinc_ssp8124_tan_d_1_1.jpg,sngapparelinc_ssp8124_tan_d_1_1.jpg,"Wholesale Womens Plus Size Velvet Leggings HoundsTooth","Wholesale Womens Plus Size Velvet Leggings HoundsTooth","Wholesale Womens Plus Size Velvet Leggings HoundsTooth",sngapparelinc_ssp8124_tan_d_1_1.jpg;sngapparelinc_ssp8124_tan_l_0_1.jpg;sngapparelinc_ssp8124_tan_d_2_1.jpg;sngapparelinc_ssp8124_tan_d_0_1.jpg;,Default,leggingscolor,
"WLplussize#31#Just as picture",simple,default,"Wholesale Womens Plus Size Velour Leggings Giraffe Print Just as picture","Wholesale Womens Plus Size Velour Leggings Giraffe Print","Wholesale Womens Plus Size Velour Leggings Giraffe Print",4.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Velvet/Velour,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SSP8120,None,sngapparelinc_ssp8120_brown_d_0.jpg,sngapparelinc_ssp8120_brown_d_0.jpg,sngapparelinc_ssp8120_brown_d_0.jpg,"Wholesale Womens Plus Size Velour Leggings Giraffe Print","Wholesale Womens Plus Size Velour Leggings Giraffe Print","Wholesale Womens Plus Size Velour Leggings Giraffe Print",sngapparelinc_ssp8120_brown_d_0.jpg;sngapparelinc_ssp8120_brown_d_3.jpg;sngapparelinc_ssp8120_brown_l_0.jpg;sngapparelinc_ssp8120_brown_d_1.jpg;sngapparelinc_ssp8120_brown_d_2.jpg;,Default,leggingscolor,"Just as picture"
WLplussize#31,configurable,default,"Wholesale Womens Plus Size Velour Leggings Giraffe Print","Wholesale Womens Plus Size Velour Leggings Giraffe Print","Wholesale Womens Plus Size Velour Leggings Giraffe Print",4.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Velvet/Velour,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SSP8120,None,sngapparelinc_ssp8120_brown_d_0.jpg,sngapparelinc_ssp8120_brown_d_0.jpg,sngapparelinc_ssp8120_brown_d_0.jpg,"Wholesale Womens Plus Size Velour Leggings Giraffe Print","Wholesale Womens Plus Size Velour Leggings Giraffe Print","Wholesale Womens Plus Size Velour Leggings Giraffe Print",sngapparelinc_ssp8120_brown_d_0.jpg;sngapparelinc_ssp8120_brown_d_3.jpg;sngapparelinc_ssp8120_brown_l_0.jpg;sngapparelinc_ssp8120_brown_d_1.jpg;sngapparelinc_ssp8120_brown_d_2.jpg;,Default,leggingscolor,
"WLplussize#32#Just as picture",simple,default,"Wholesale Womens Plus Size Velour Leggings Tiger Stripes Print Just as picture","Wholesale Womens Plus Size Velour Leggings Tiger Stripes Print","Wholesale Womens Plus Size Velour Leggings Tiger Stripes Print",4.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Velvet/Velour,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SSP8122,None,sngapparelinc_ssp8121_brown_d_2.jpg,sngapparelinc_ssp8121_brown_d_2.jpg,sngapparelinc_ssp8121_brown_d_2.jpg,"Wholesale Womens Plus Size Velour Leggings Tiger Stripes Print","Wholesale Womens Plus Size Velour Leggings Tiger Stripes Print","Wholesale Womens Plus Size Velour Leggings Tiger Stripes Print",sngapparelinc_ssp8121_brown_d_2.jpg;sngapparelinc_ssp8121_brown_d_3.jpg;sngapparelinc_ssp8121_brown_l_0.jpg;sngapparelinc_ssp8121_brown_d_1.jpg;sngapparelinc_ssp8121_brown_d_0.jpg;,Default,leggingscolor,"Just as picture"
WLplussize#32,configurable,default,"Wholesale Womens Plus Size Velour Leggings Tiger Stripes Print","Wholesale Womens Plus Size Velour Leggings Tiger Stripes Print","Wholesale Womens Plus Size Velour Leggings Tiger Stripes Print",4.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Velvet/Velour,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SSP8122,None,sngapparelinc_ssp8121_brown_d_2.jpg,sngapparelinc_ssp8121_brown_d_2.jpg,sngapparelinc_ssp8121_brown_d_2.jpg,"Wholesale Womens Plus Size Velour Leggings Tiger Stripes Print","Wholesale Womens Plus Size Velour Leggings Tiger Stripes Print","Wholesale Womens Plus Size Velour Leggings Tiger Stripes Print",sngapparelinc_ssp8121_brown_d_2.jpg;sngapparelinc_ssp8121_brown_d_3.jpg;sngapparelinc_ssp8121_brown_l_0.jpg;sngapparelinc_ssp8121_brown_d_1.jpg;sngapparelinc_ssp8121_brown_d_0.jpg;,Default,leggingscolor,
"WLplussize#33#Just as picture",simple,default,"Wholesale Womens Plus Size Velour Stretch Printed Leggings Animal Print Just as picture","Wholesale Womens Plus Size Velour Stretch Printed Leggings Animal Print","Wholesale Womens Plus Size Velour Stretch Printed Leggings Animal Print",4.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Velvet/Velour,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SSP8121,None,sngapparelinc_ssp8121_2.jpg,sngapparelinc_ssp8121_2.jpg,sngapparelinc_ssp8121_2.jpg,"Wholesale Womens Plus Size Velour Stretch Printed Leggings Animal Print","Wholesale Womens Plus Size Velour Stretch Printed Leggings Animal Print","Wholesale Womens Plus Size Velour Stretch Printed Leggings Animal Print",sngapparelinc_ssp8121_2.jpg;,Default,leggingscolor,"Just as picture"
WLplussize#33,configurable,default,"Wholesale Womens Plus Size Velour Stretch Printed Leggings Animal Print","Wholesale Womens Plus Size Velour Stretch Printed Leggings Animal Print","Wholesale Womens Plus Size Velour Stretch Printed Leggings Animal Print",4.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Velvet/Velour,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SSP8121,None,sngapparelinc_ssp8121_2.jpg,sngapparelinc_ssp8121_2.jpg,sngapparelinc_ssp8121_2.jpg,"Wholesale Womens Plus Size Velour Stretch Printed Leggings Animal Print","Wholesale Womens Plus Size Velour Stretch Printed Leggings Animal Print","Wholesale Womens Plus Size Velour Stretch Printed Leggings Animal Print",sngapparelinc_ssp8121_2.jpg;,Default,leggingscolor,
"WLplussize#34#Just as picture",simple,default,"Wholesale Womens Plus Size Velour Stretch Printed Leggings Leopard Style Just as picture","Wholesale Womens Plus Size Velour Stretch Printed Leggings Leopard Style","Wholesale Womens Plus Size Velour Stretch Printed Leggings Leopard Style",4.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Velvet/Velour,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SSP8134,None,sngapparelinc_ssp8134_1_1_1.jpg,sngapparelinc_ssp8134_1_1_1.jpg,sngapparelinc_ssp8134_1_1_1.jpg,"Wholesale Womens Plus Size Velour Stretch Printed Leggings Leopard Style","Wholesale Womens Plus Size Velour Stretch Printed Leggings Leopard Style","Wholesale Womens Plus Size Velour Stretch Printed Leggings Leopard Style",sngapparelinc_ssp8134_1_1_1.jpg;sngapparelinc_ssp8134_brown_d_3.jpg;sngapparelinc_ssp8134_brown_l_0.jpg;sngapparelinc_ssp8134_brown_d_1.jpg;sngapparelinc_ssp8134_brown_d_0.jpg;sngapparelinc_ssp8134_brown_d_2.jpg;,Default,leggingscolor,"Just as picture"
WLplussize#34,configurable,default,"Wholesale Womens Plus Size Velour Stretch Printed Leggings Leopard Style","Wholesale Womens Plus Size Velour Stretch Printed Leggings Leopard Style","Wholesale Womens Plus Size Velour Stretch Printed Leggings Leopard Style",4.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Velvet/Velour,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SSP8134,None,sngapparelinc_ssp8134_1_1_1.jpg,sngapparelinc_ssp8134_1_1_1.jpg,sngapparelinc_ssp8134_1_1_1.jpg,"Wholesale Womens Plus Size Velour Stretch Printed Leggings Leopard Style","Wholesale Womens Plus Size Velour Stretch Printed Leggings Leopard Style","Wholesale Womens Plus Size Velour Stretch Printed Leggings Leopard Style",sngapparelinc_ssp8134_1_1_1.jpg;sngapparelinc_ssp8134_brown_d_3.jpg;sngapparelinc_ssp8134_brown_l_0.jpg;sngapparelinc_ssp8134_brown_d_1.jpg;sngapparelinc_ssp8134_brown_d_0.jpg;sngapparelinc_ssp8134_brown_d_2.jpg;,Default,leggingscolor,
"WLplussize#35#Just as picture",simple,default,"Wholesale Womens Velour Stretch Rose Printed Leggings Just as picture","Wholesale Womens Velour Stretch Rose Printed Leggings","Wholesale Womens Velour Stretch Rose Printed Leggings",4.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Velvet/Velour,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SSP8135,None,sngapparelinc_ssp8135_brown_d_2.jpg,sngapparelinc_ssp8135_brown_d_2.jpg,sngapparelinc_ssp8135_brown_d_2.jpg,"Wholesale Womens Velour Stretch Rose Printed Leggings","Wholesale Womens Velour Stretch Rose Printed Leggings","Wholesale Womens Velour Stretch Rose Printed Leggings",sngapparelinc_ssp8135_brown_d_2.jpg;sngapparelinc_ssp8135_brown_d_1.jpg;sngapparelinc_ssp8135_brown_d_0.jpg;sngapparelinc_ssp8135_brown_l_0.jpg;,Default,leggingscolor,"Just as picture"
WLplussize#35,configurable,default,"Wholesale Womens Velour Stretch Rose Printed Leggings","Wholesale Womens Velour Stretch Rose Printed Leggings","Wholesale Womens Velour Stretch Rose Printed Leggings",4.50,1,0,1,1,1,1,"""Catalog, Search""",plussize/Velvet/Velour,6PCS/PREPACK,"92% POLYESTER
8% SPANDEX",CHINA,sngapparelinc,SSP8135,None,sngapparelinc_ssp8135_brown_d_2.jpg,sngapparelinc_ssp8135_brown_d_2.jpg,sngapparelinc_ssp8135_brown_d_2.jpg,"Wholesale Womens Velour Stretch Rose Printed Leggings","Wholesale Womens Velour Stretch Rose Printed Leggings","Wholesale Womens Velour Stretch Rose Printed Leggings",sngapparelinc_ssp8135_brown_d_2.jpg;sngapparelinc_ssp8135_brown_d_1.jpg;sngapparelinc_ssp8135_brown_d_0.jpg;sngapparelinc_ssp8135_brown_l_0.jpg;,Default,leggingscolor,
WLplussize#36#Coral,simple,default,"Wholesale Womens Plus Size Jacquard Seamless Leggings Coral","Wholesale Womens Plus Size Jacquard Seamless Leggings","Wholesale Womens Plus Size Jacquard Seamless Leggings",2.95,1,0,1,1,1,1,"""Catalog, Search""","plussize/Seamless Leggings",6PCS/PREPACK,10%SPANDEX90%POLYESTER,CHINA,sngapparelinc,SS9015,None,sngapparelinc_ssp9015lvd_1_.jpg,sngapparelinc_ssp9015lvd_1_.jpg,sngapparelinc_ssp9015lvd_1_.jpg,"Wholesale Womens Plus Size Jacquard Seamless Leggings","Wholesale Womens Plus Size Jacquard Seamless Leggings","Wholesale Womens Plus Size Jacquard Seamless Leggings",sngapparelinc_ssp9015lvd_1_.jpg;,Default,leggingscolor,Coral
WLplussize#36,configurable,default,"Wholesale Womens Plus Size Jacquard Seamless Leggings","Wholesale Womens Plus Size Jacquard Seamless Leggings","Wholesale Womens Plus Size Jacquard Seamless Leggings",2.95,1,0,1,1,1,1,"""Catalog, Search""","plussize/Seamless Leggings",6PCS/PREPACK,10%SPANDEX90%POLYESTER,CHINA,sngapparelinc,SS9015,None,sngapparelinc_ssp9015lvd_1_.jpg,sngapparelinc_ssp9015lvd_1_.jpg,sngapparelinc_ssp9015lvd_1_.jpg,"Wholesale Womens Plus Size Jacquard Seamless Leggings","Wholesale Womens Plus Size Jacquard Seamless Leggings","Wholesale Womens Plus Size Jacquard Seamless Leggings",sngapparelinc_ssp9015lvd_1_.jpg;,Default,leggingscolor,
WLplussize#37#White,simple,default,"Wholesale Womens Plus Size Leggings Vertical Stripes White","Wholesale Womens Plus Size Leggings Vertical Stripes","Wholesale Womens Plus Size Leggings Vertical Stripes",2.95,1,0,1,1,1,1,"""Catalog, Search""","plussize/Seamless Leggings",6PCS/PREPACK,"90% POLYESTER10% SPANDEX",CHINA,sngapparelinc,SSP9022,None,sngapparelinc_SSP9022GLD_1.jpg,sngapparelinc_SSP9022GLD_1.jpg,sngapparelinc_SSP9022GLD_1.jpg,"Wholesale Womens Plus Size Leggings Vertical Stripes","Wholesale Womens Plus Size Leggings Vertical Stripes","Wholesale Womens Plus Size Leggings Vertical Stripes",sngapparelinc_SSP9022GLD_1.jpg;sngapparelinc_SSP9022GRY_1.jpg;sngapparelinc_SSP9022WHT_1.jpg;,Default,leggingscolor,White
WLplussize#37#Gold,simple,default,"Wholesale Womens Plus Size Leggings Vertical Stripes Gold","Wholesale Womens Plus Size Leggings Vertical Stripes","Wholesale Womens Plus Size Leggings Vertical Stripes",2.95,1,0,1,1,1,1,"""Catalog, Search""","plussize/Seamless Leggings",6PCS/PREPACK,"90% POLYESTER10% SPANDEX",CHINA,sngapparelinc,SSP9022,None,sngapparelinc_SSP9022GLD_1.jpg,sngapparelinc_SSP9022GLD_1.jpg,sngapparelinc_SSP9022GLD_1.jpg,"Wholesale Womens Plus Size Leggings Vertical Stripes","Wholesale Womens Plus Size Leggings Vertical Stripes","Wholesale Womens Plus Size Leggings Vertical Stripes",sngapparelinc_SSP9022GLD_1.jpg;sngapparelinc_SSP9022GRY_1.jpg;sngapparelinc_SSP9022WHT_1.jpg;,Default,leggingscolor,Gold
WLplussize#37#Gray,simple,default,"Wholesale Womens Plus Size Leggings Vertical Stripes Gray","Wholesale Womens Plus Size Leggings Vertical Stripes","Wholesale Womens Plus Size Leggings Vertical Stripes",2.95,1,0,1,1,1,1,"""Catalog, Search""","plussize/Seamless Leggings",6PCS/PREPACK,"90% POLYESTER10% SPANDEX",CHINA,sngapparelinc,SSP9022,None,sngapparelinc_SSP9022GLD_1.jpg,sngapparelinc_SSP9022GLD_1.jpg,sngapparelinc_SSP9022GLD_1.jpg,"Wholesale Womens Plus Size Leggings Vertical Stripes","Wholesale Womens Plus Size Leggings Vertical Stripes","Wholesale Womens Plus Size Leggings Vertical Stripes",sngapparelinc_SSP9022GLD_1.jpg;sngapparelinc_SSP9022GRY_1.jpg;sngapparelinc_SSP9022WHT_1.jpg;,Default,leggingscolor,Gray
WLplussize#37,configurable,default,"Wholesale Womens Plus Size Leggings Vertical Stripes","Wholesale Womens Plus Size Leggings Vertical Stripes","Wholesale Womens Plus Size Leggings Vertical Stripes",2.95,1,0,1,1,1,1,"""Catalog, Search""","plussize/Seamless Leggings",6PCS/PREPACK,"90% POLYESTER10% SPANDEX",CHINA,sngapparelinc,SSP9022,None,sngapparelinc_SSP9022GLD_1.jpg,sngapparelinc_SSP9022GLD_1.jpg,sngapparelinc_SSP9022GLD_1.jpg,"Wholesale Womens Plus Size Leggings Vertical Stripes","Wholesale Womens Plus Size Leggings Vertical Stripes","Wholesale Womens Plus Size Leggings Vertical Stripes",sngapparelinc_SSP9022GLD_1.jpg;sngapparelinc_SSP9022GRY_1.jpg;sngapparelinc_SSP9022WHT_1.jpg;,Default,leggingscolor,
WLplussize#38#Purple,simple,default,"Plus Size Leggings Purple","Plus Size Leggings","Plus Size Leggings",2.95,1,0,1,1,1,1,"""Catalog, Search""","plussize/Seamless Leggings",6PCS/PREPACK,"90% Polyester10% Spandex",CHINA,sngapparelinc,SSP9030,None,sngapparelinc_ssp9030gold.jpg,sngapparelinc_ssp9030gold.jpg,sngapparelinc_ssp9030gold.jpg,"Plus Size Leggings","Plus Size Leggings","Plus Size Leggings",sngapparelinc_ssp9030gold.jpg;,Default,leggingscolor,Purple
WLplussize#38,configurable,default,"Plus Size Leggings","Plus Size Leggings","Plus Size Leggings",2.95,1,0,1,1,1,1,"""Catalog, Search""","plussize/Seamless Leggings",6PCS/PREPACK,"90% Polyester10% Spandex",CHINA,sngapparelinc,SSP9030,None,sngapparelinc_ssp9030gold.jpg,sngapparelinc_ssp9030gold.jpg,sngapparelinc_ssp9030gold.jpg,"Plus Size Leggings","Plus Size Leggings","Plus Size Leggings",sngapparelinc_ssp9030gold.jpg;,Default,leggingscolor,
WLplussize#39#Blue,simple,default,"Wholesale Plus Size Zebra Seamless Leggings Blue","Wholesale Plus Size Zebra Seamless Leggings","Wholesale Plus Size Zebra Seamless Leggings",2.95,1,0,1,1,1,1,"""Catalog, Search""","plussize/Seamless Leggings",6PCS/PREPACK,"90% Polyester10% Spandex",CHINA,sngapparelinc,SSP9118,None,sngapparelinc_ss9118gld_4.jpg,sngapparelinc_ss9118gld_4.jpg,sngapparelinc_ss9118gld_4.jpg,"Wholesale Plus Size Zebra Seamless Leggings","Wholesale Plus Size Zebra Seamless Leggings","Wholesale Plus Size Zebra Seamless Leggings",sngapparelinc_ss9118gld_4.jpg;sngapparelinc_ss9118gld__1_3_1.jpg;sngapparelinc_ss9118blu__1_.jpg;sngapparelinc_ssp9118chl_black_d_0.jpg;sngapparelinc_ssp9118chl_black_d_1.jpg;sngapparelinc_ssp9118chl_black_l_0.jpg;sngapparelinc_ssp9118chl_black_d_2.jpg;,Default,leggingscolor,Blue
WLplussize#39#Charcoal,simple,default,"Wholesale Plus Size Zebra Seamless Leggings Charcoal","Wholesale Plus Size Zebra Seamless Leggings","Wholesale Plus Size Zebra Seamless Leggings",2.95,1,0,1,1,1,1,"""Catalog, Search""","plussize/Seamless Leggings",6PCS/PREPACK,"90% Polyester10% Spandex",CHINA,sngapparelinc,SSP9118,None,sngapparelinc_ss9118gld_4.jpg,sngapparelinc_ss9118gld_4.jpg,sngapparelinc_ss9118gld_4.jpg,"Wholesale Plus Size Zebra Seamless Leggings","Wholesale Plus Size Zebra Seamless Leggings","Wholesale Plus Size Zebra Seamless Leggings",sngapparelinc_ss9118gld_4.jpg;sngapparelinc_ss9118gld__1_3_1.jpg;sngapparelinc_ss9118blu__1_.jpg;sngapparelinc_ssp9118chl_black_d_0.jpg;sngapparelinc_ssp9118chl_black_d_1.jpg;sngapparelinc_ssp9118chl_black_l_0.jpg;sngapparelinc_ssp9118chl_black_d_2.jpg;,Default,leggingscolor,Charcoal
