category,subCategory,category_str,price,weight,auctioninc_product_length,auctioninc_product_width,auctioninc_product_height,prod_url
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-fleece-fur-lined-ankle-legging-p-12198.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-fleece-fur-lined-ankle-legging-p-12197.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-fleece-fur-lined-ankle-legging-p-12199.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-fleece-fur-lined-ankle-legging-p-12202.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-fleece-fur-lined-ankle-legging-p-12203.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/zipper-pocket-printed-fur-lined-ankle-legging-p-13343.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/zipper-pocket-printed-fur-lined-ankle-legging-p-13341.html?cPath=1067
leggings,missy,leggings/missy,1.75,0.3,14,10,2,http://numberonewholesales.com/side-zipper-premium-fleece-lined-ankle-legging-p-13325.html?cPath=1067
leggings,missy,leggings/missy,1.75,0.3,14,10,2,http://numberonewholesales.com/pu-zebra-embossed-fur-lined-ankle-legging-p-13324.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-harem-pants-with-pockets-p-13322.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-harem-pants-with-pockets-p-13319.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-harem-pants-with-pockets-p-13313.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-harem-pants-with-pockets-p-13312.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-harem-pants-with-pockets-p-13311.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/banded-chevron-print-ankle-leggings-p-10547.html?cPath=1067
kids,,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/premium-denim-zipper-pocket-ankle-leggings-p-13205.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-floral-print-ankle-leggings-p-9156.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/jewel-print-ankle-leggings-p-9542.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-bird-floral-checker-print-ankle-leggings-p-9162.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/black-white-print-ankle-leggings-p-9335.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/zipper-pocket-printed-fur-lined-ankle-legging-p-13054.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/zipper-pocket-printed-fur-lined-ankle-legging-p-13053.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/zipper-pocket-printed-fur-lined-ankle-legging-p-13051.html?cPath=1067
leggings,missy,leggings/missy,1.75,0.3,14,10,2,http://numberonewholesales.com/pu-zebra-embossed-fur-lined-ankle-legging-p-13050.html?cPath=1067
leggings,missy,leggings/missy,1.75,0.3,14,10,2,http://numberonewholesales.com/pu-leopard-embossed-fur-lined-ankle-legging-p-13049.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/velour-print-ankle-legging-p-13034.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/velour-print-ankle-legging-p-13031.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/velour-print-ankle-legging-p-13019.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/velour-print-ankle-legging-p-13017.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-print-ankle-leggings-p-13015.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-print-ankle-leggings-p-13014.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-print-ankle-leggings-p-13013.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-print-ankle-leggings-p-13012.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-print-ankle-leggings-p-13011.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-print-ankle-leggings-p-13010.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-print-ankle-leggings-p-13009.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-print-ankle-leggings-p-13007.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-striped-floral-print-ankle-leggings-p-9213.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/diamond-print-ankle-leggings-p-9535.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-aztec-print-ankle-leggings-p-7852.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/chain-print-jogger-drawstring-pants-with-pockets-p-12918.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/animal-print-jogger-drawstring-pants-with-pockets-p-12917.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/abstract-print-jogger-drawstring-pants-with-pockets-p-12915.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/abstract-print-jogger-drawstring-pants-with-pockets-p-12913.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/zebra-print-jogger-drawstring-pants-with-pockets-p-12905.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/medallion-print-jogger-drawstring-pants-with-pockets-p-12902.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/aztec-print-jogger-drawstring-pants-with-pockets-p-12904.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/abstract-print-jogger-drawstring-pants-with-pockets-p-12914.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/aztec-print-jogger-drawstring-pants-with-pockets-p-12916.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/aztec-print-jogger-drawstring-pants-with-pockets-p-12912.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/chevron-print-jogger-drawstring-pants-with-pockets-p-12911.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/black-white-print-jogger-drawstring-pants-with-pockets-p-12910.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/black-white-print-jogger-drawstring-pants-with-pockets-p-12909.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/tribal-print-jogger-drawstring-pants-with-pockets-p-12908.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/leopard-print-jogger-drawstring-pants-with-pockets-p-12906.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/black-white-print-jogger-drawstring-pants-with-pockets-p-12903.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/black-white-print-jogger-drawstring-pants-with-pockets-p-12901.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/tribal-print-jogger-drawstring-pants-with-pockets-p-12900.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/black-white-print-jogger-drawstring-pants-with-pockets-p-12899.html?cPath=1067
kids,missy,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/plus-french-terry-fleece-ankle-leggings-p-5115.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/leopard-print-ankle-leggings-p-6324.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-leopard-print-ankle-leggings-p-12441.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/chain-print-ankle-legging-p-9631.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-print-ankle-leggings-p-12688.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-multi-stripe-print-ankle-leggings-p-12684.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-aztec-print-ankle-leggings-p-12686.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-aztec-print-ankle-leggings-p-12685.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-print-ankle-leggings-p-12680.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-chevron-print-ankle-leggings-p-12679.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-black-white-print-ankle-leggings-p-12677.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-leopard-print-ankle-leggings-p-12676.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/hacci-print-ankle-leggings-p-12675.html?cPath=1067
kids,missy,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/high-waist-denim-ankle-leggings-p-2534.html?cPath=1067
leggings,missy,leggings/missy,1.75,0.3,14,10,2,http://numberonewholesales.com/premium-fur-lined-ankle-legging-p-12627.html?cPath=1067
leggings,missy,leggings/missy,1.75,0.3,14,10,2,http://numberonewholesales.com/side-zipper-premium-fleece-lined-ankle-legging-p-12629.html?cPath=1067
leggings,missy,leggings/missy,1.75,0.3,14,10,2,http://numberonewholesales.com/side-zipper-premium-fleece-lined-ankle-legging-p-12628.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-aztec-print-ankle-leggings-p-10918.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/black-white-aztec-print-ankle-leggings-p-9273.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/aztec-print-ankle-leggings-p-7064.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-tribal-print-ankle-leggings-p-8570.html?cPath=1067
kids,shorts,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/boy-shorts-leggings-p-12313.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/leopard-print-high-waist-seamless-ankle-leggings-p-11998.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-fleece-fur-lined-ankle-legging-p-12200.html?cPath=1067
kids,,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/color-denim-ankle-leggings-with-back-pocket-design-p-6330.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-diamond-print-ankle-leggings-p-7949.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-aztec-print-ankle-leggings-p-7484.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/leopard-flower-print-ankle-leggings-p-9539.html?cPath=1067
kids,,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/funky-style-leggings-p-2355.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/leopard-print-ankle-leggings-p-9473.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-floral-print-ankle-leggings-p-7738.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-floral-print-ankle-leggings-p-7698.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-black-white-print-ankle-leggings-p-7962.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/diamond-striped-print-high-waist-seamless-ankle-leggings-p-11997.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/paisley-print-high-waist-seamless-ankle-leggings-p-11993.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/mermaid-print-high-waist-seamless-ankle-leggings-p-5955.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/high-waist-cross-printed-seamless-ankle-leggings-p-5404.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-tribal-print-ankle-leggings-p-8571.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-aztec-print-ankle-leggings-p-8756.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-aztec-print-ankle-leggings-p-8575.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/kids-aztec-print-jogger-pants-with-pockets-p-11903.html?cPath=1067
leggings,pants,leggings/pants,1.75,0.3,14,10,2,http://numberonewholesales.com/kids-leopard-print-jogger-pants-with-pockets-p-11902.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-harem-pants-with-pockets-p-11889.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-harem-pants-with-pockets-p-11888.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-harem-pants-with-pockets-p-11886.html?cPath=1067
leggings,,leggings/,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-harem-pants-with-pockets-p-11882.html?cPath=1067
leggings,,leggings/,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-harem-pants-with-pockets-p-11881.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-harem-pants-with-pockets-p-11880.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-harem-pants-with-pockets-p-11878.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-leopard-floral-print-ankle-leggings-p-7233.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/floral-print-ankle-leggings-p-3752.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/floral-print-ankle-leggings-p-523.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/multi-chevron-print-ankle-leggings-p-8154.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/multi-chevron-print-ankle-leggings-p-8152.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/black-white-chevron-print-ankle-leggings-p-7999.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-aztec-print-ankle-leggings-p-8579.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-mosaic-print-ankle-leggings-p-7242.html?cPath=1067
kids,missy,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/zipper-highwaisted-liquid-full-leggings-p-11227.html?cPath=1067
kids,missy,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/zipper-highwaisted-liquid-full-leggings-p-11226.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/abstract-print-ankle-leggings-p-11070.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/diamond-maze-print-ankle-leggings-p-11069.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/black-white-print-ankle-leggings-p-10922.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/abstract-print-ankle-leggings-p-10921.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/abstract-print-ankle-leggings-p-10916.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/chain-print-capri-with-pockets-p-10833.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/striped-floral-print-capri-with-pockets-p-10832.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/black-white-print-capri-with-pockets-p-10831.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/chain-print-capri-with-pockets-p-10830.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/floral-print-capri-with-pockets-p-10829.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/abstract-print-capri-with-pockets-p-10828.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/animal-print-capri-with-pockets-p-10827.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/leopard-print-capri-with-pockets-p-10825.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/zebra-print-capri-with-pockets-p-10824.html?cPath=1067
leggings,printed,leggings/printed,1.75,0.3,14,10,2,http://numberonewholesales.com/animal-print-capri-with-pockets-p-10823.html?cPath=1067
kids,capri,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/denim-capri-leggings-with-zipper-faux-pocket-p-9358.html?cPath=1067
kids,capri,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/denim-capri-leggings-with-rhinestone-detail-p-4104.html?cPath=1067
kids,leather,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/denim-capri-leggings-with-pockets-leatherette-accent-p-4045.html?cPath=1067
kids,capri,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/denim-capri-leggings-with-rhinestone-on-side-p-9471.html?cPath=1067
kids,capri,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/denim-capri-leggings-with-button-on-side-p-9359.html?cPath=1067
kids,capri,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/capri-denim-leggings-with-rhinestone-keyhole-detail-on-side-p-4437.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/banded-chevron-print-ankle-leggings-p-10546.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/multi-chevron-print-harem-pants-with-pockets-p-10540.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/floral-print-harem-pants-with-pockets-p-10535.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/aztec-print-harem-pants-with-pockets-p-2475.html?cPath=1067
kids,,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-solid-ankle-leggings-p-7527.html?cPath=1067
kids,seamless,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/seamless-zipper-ankle-leggings-p-2941.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/diamond-chevron-print-harem-pants-with-pockets-p-2658.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/multi-chevron-print-harem-pants-with-pockets-p-2548.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/aztec-print-harem-pants-with-pockets-p-2163.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/tribal-print-harem-pants-with-pockets-p-1995.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/zigzag-print-harem-pants-with-pockets-p-1994.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/aztec-print-harem-pants-with-pockets-p-1988.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/abstract-print-harem-pants-with-pockets-p-1378.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/abstract-print-harem-pants-with-pockets-p-531.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/abstract-print-harem-pants-with-pockets-p-699.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/leopard-floral-print-ankle-leggings-p-7216.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/printed-harem-pants-with-pockets-p-10073.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/aztec-print-ankle-leggings-p-9412.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/mayan-print-ankle-leggings-p-9846.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/animal-print-harem-pants-with-pockets-p-9838.html?cPath=1067
kids,seamless,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/seamless-fishnet-ankle-leggings-p-4143.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/daisy-flower-print-ankle-leggings-p-9538.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/chevron-print-ankle-leggings-p-9694.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/floral-print-ankle-leggings-p-9331.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/chain-print-harem-pants-with-pockets-p-9671.html?cPath=1067
leggings,harem,leggings/harem,1.75,0.3,14,10,2,http://numberonewholesales.com/chain-print-harem-pants-with-pockets-p-9670.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/leopard-print-ankle-leggings-p-6323.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/leopard-print-ankle-leggings-p-7590.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/tribal-print-ankle-leggings-p-9541.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/daisy-flower-print-ankle-leggings-p-9537.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/cross-print-ankle-leggings-p-9420.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-aztec-print-ankle-leggings-p-7225.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/chain-print-ankle-leggings-p-9408.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/chain-print-ankle-leggings-p-9404.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/floral-print-ankle-leggings-p-9391.html?cPath=1067
kids,,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/side-color-contrast-yoga-leggings-p-9240.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-aztec-print-ankle-leggings-p-9139.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-geo-print-ankle-leggings-p-9133.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-floral-print-ankle-leggings-p-9132.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-floral-print-ankle-leggings-p-9128.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/floral-printed-full-leggings-p-9123.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-aztec-print-ankle-leggings-p-7589.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/flower-printed-full-length-leggings-p-4977.html?cPath=1067
kids,capri,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/capri-leggings-with-lace-trim-p-43.html?cPath=1067
kids,capri,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/denim-capri-leggings-with-buttons-detail-p-8883.html?cPath=1067
kids,capri,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/denim-capri-leggings-with-buttons-detail-p-8882.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-strawberry-print-ankle-leggings-p-8764.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/banded-highwaisted-black-white-print-ankle-leggings-p-8757.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/banded-highwaisted-leopard-print-ankle-leggings-p-8755.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/banded-highwaisted-zigzag-print-ankle-leggings-p-8753.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-black-white-print-ankle-leggings-p-8578.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-aztec-print-ankle-leggings-p-8574.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-wave-print-ankle-leggings-p-8560.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/highwaist-banded-brushed-aztec-print-ankle-leggings-p-8489.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/brushed-chevron-print-ankle-leggings-p-8153.html?cPath=1067
kids,printed,kids/leggings,1.75,0.2,13,10,2,http://numberonewholesales.com/banded-highwaisted-floral-print-ankle-leggings-p-8422.html?cPath=1067
